TaskType_id,Delivery_Dt,Dept_Name,Route_seq,Car_licence,Store_id,Store_Name,Pl_M_Arrive_dt,Ac_Arrive_dt,Im_Arrive_dt
05,2024-01-01,瑞芳DC,LIDC,KPD2966,S3001888888,瑞芳ＤＣ,2023-12-31 17:00:00,,
05,2024-01-01,瑞芳DC,LI01,KPD2966,1001021611,建南店,2023-12-31 17:00:00,12/31/2023 6:55:53 PM,12/31/2023 7:50:00 PM
05,2024-01-01,瑞芳DC,LI02,KPD2966,1001021455,濟南二店,2023-12-31 17:00:00,12/31/2023 6:51:06 PM,12/31/2023 7:55:00 PM
05,2024-01-01,瑞芳DC,LI04,KPD2966,1001016573,北科店,2023-12-31 17:00:00,,12/31/2023 8:10:00 PM
05,2024-01-01,瑞芳DC,LI05,KPD2966,1001018581,昌隆店,2023-12-31 17:00:00,12/31/2023 6:58:05 PM,12/31/2023 8:15:00 PM
05,2024-01-01,瑞芳DC,LI06,KPD2966,1001022950,懷生店,2023-12-31 17:00:00,12/31/2023 7:14:51 PM,12/31/2023 8:20:00 PM
05,2024-01-01,瑞芳DC,LI07,KPD2966,1001018902,興忠店,2023-12-31 17:00:00,12/31/2023 7:17:52 PM,12/31/2023 8:25:00 PM
05,2024-01-01,瑞芳DC,LI08,KPD2966,1001021762,復豪店,2023-12-31 17:00:00,12/31/2023 7:23:39 PM,12/31/2023 8:30:00 PM
05,2024-01-01,瑞芳DC,LI09,KPD2966,1001022593,義興店,2023-12-31 17:00:00,12/31/2023 7:36:10 PM,12/31/2023 8:35:00 PM
05,2024-01-01,瑞芳DC,LI10,KPD2966,1001019160,復豐店,2023-12-31 17:00:00,12/31/2023 7:40:28 PM,12/31/2023 8:40:00 PM
05,2024-01-01,瑞芳DC,LI11,KPD2966,1001020914,興仁店,2023-12-31 17:00:00,12/31/2023 7:44:52 PM,12/31/2023 8:45:00 PM
05,2024-01-01,瑞芳DC,LI12,KPD2966,1001019760,正興店,2023-12-31 17:00:00,12/31/2023 7:50:37 PM,12/31/2023 8:50:00 PM
05,2024-01-01,瑞芳DC,LI13,KPD2966,1001022634,金信店,2023-12-31 17:00:00,12/31/2023 8:07:47 PM,12/31/2023 8:55:00 PM
05,2024-01-01,瑞芳DC,LI14,KPD2966,1001022941,新生南路店,2023-12-31 17:00:00,12/31/2023 8:15:22 PM,12/31/2023 9:00:00 PM
05,2024-01-01,瑞芳DC,LI15,KPD2966,1001016790,大森店,2023-12-31 17:00:00,12/31/2023 8:17:58 PM,12/31/2023 9:05:00 PM
05,2024-01-01,瑞芳DC,LI16,KPD2966,1001014695,信美店,2023-12-31 17:00:00,12/31/2023 8:22:38 PM,12/31/2023 9:10:00 PM
05,2024-01-01,瑞芳DC,LI17,KPD2966,1001018052,興南店,2023-12-31 17:00:00,12/31/2023 7:36:10 PM,12/31/2023 9:15:00 PM
05,2024-01-01,瑞芳DC,LI18,KPD2966,1001022101,建國店,2023-12-31 17:00:00,12/31/2023 8:32:29 PM,12/31/2023 9:20:00 PM
05,2024-01-01,瑞芳DC,LI19,KPD2966,1001023184,瑞和店,2023-12-31 17:00:00,12/31/2023 8:36:57 PM,12/31/2023 9:25:00 PM
05,2024-01-01,瑞芳DC,LI20,KPD2966,1001015818,興和店,2023-12-31 17:00:00,,12/31/2023 9:30:00 PM
05,2024-01-01,瑞芳DC,LI21,KPD2966,1001020399,義安店,2023-12-31 17:00:00,12/31/2023 8:56:42 PM,12/31/2023 9:35:00 PM
05,2024-01-01,瑞芳DC,LI22,KPD2966,1001017768,安賢店,2023-12-31 17:00:00,12/31/2023 9:03:12 PM,12/31/2023 9:40:00 PM
05,2024-01-01,瑞芳DC,LI23,KPD2966,1001017877,新遠企店,2023-12-31 17:00:00,12/31/2023 9:10:59 PM,12/31/2023 9:45:00 PM
05,2024-01-01,瑞芳DC,LI24,KPD2966,1001023043,樂和店,2023-12-31 17:00:00,12/31/2023 9:16:35 PM,12/31/2023 9:50:00 PM
05,2024-01-01,瑞芳DC,LI25,KPD2966,1001019051,敦鼎店,2023-12-31 17:00:00,12/31/2023 9:21:25 PM,12/31/2023 9:55:00 PM
05,2024-01-01,瑞芳DC,LI26,KPD2966,1001018055,東方店,2023-12-31 17:00:00,12/31/2023 9:25:34 PM,12/31/2023 10:00:00 PM
05,2024-01-01,瑞芳DC,LI27,KPD2966,1001016630,紫陽店,2023-12-31 17:00:00,12/31/2023 9:50:22 PM,12/31/2023 11:00:00 PM
05,2024-01-01,瑞芳DC,LI28,KPD2966,1001015432,湖山店,2023-12-31 17:00:00,,12/31/2023 11:05:00 PM
05,2024-01-01,瑞芳DC,LI29,KPD2966,1001019638,湖安店,2023-12-31 17:00:00,12/31/2023 10:14:39 PM,12/31/2023 11:10:00 PM
05,2024-01-01,瑞芳DC,LI30,KPD2966,1001022274,新環山店,2023-12-31 17:00:00,12/31/2023 10:17:09 PM,12/31/2023 11:15:00 PM
05,2024-01-01,瑞芳DC,LI31,KPD2966,1001017818,陽湖店,2023-12-31 17:00:00,12/31/2023 10:21:39 PM,12/31/2023 11:20:00 PM
05,2024-01-01,瑞芳DC,LI32,KPD2966,1001018205,文湖店,2023-12-31 17:00:00,12/31/2023 10:24:43 PM,12/31/2023 11:25:00 PM
05,2024-01-01,瑞芳DC,LI33,KPD2966,1001021291,湖茂店,2023-12-31 17:00:00,12/31/2023 10:28:50 PM,12/31/2023 11:30:00 PM
05,2024-01-01,瑞芳DC,LI34,KPD2966,1001021799,新德明店,2023-12-31 17:00:00,12/31/2023 10:33:17 PM,12/31/2023 11:35:00 PM
05,2024-01-01,瑞芳DC,LI35,KPD2966,1001019373,港華店,2023-12-31 17:00:00,,12/31/2023 11:40:00 PM
05,2024-01-01,瑞芳DC,LI36,KPD2966,1001022537,麗山店,2023-12-31 17:00:00,12/31/2023 10:40:05 PM,12/31/2023 11:45:00 PM
05,2024-01-01,瑞芳DC,LI37,KPD2966,1001020600,湖濱店,2023-12-31 17:00:00,12/31/2023 10:43:43 PM,12/31/2023 11:50:00 PM
05,2024-01-01,瑞芳DC,LI38,KPD2966,1001019436,金瑞店,2023-12-31 17:00:00,12/31/2023 10:48:59 PM,12/31/2023 11:55:00 PM
05,2024-01-01,瑞芳DC,LI39,KPD2966,1001022980,德湖店,2023-12-31 17:00:00,12/31/2023 10:52:49 PM,1/1/2024 12:00:00 AM
05,2024-01-01,瑞芳DC,LI41,KPD2966,1001021985,星湖店,2023-12-31 17:00:00,12/31/2023 10:58:13 PM,1/1/2024 12:10:00 AM
05,2024-01-01,瑞芳DC,LI42,KPD2966,1001015810,康雲店,2023-12-31 17:00:00,12/31/2023 11:02:10 PM,1/1/2024 12:15:00 AM
05,2024-01-01,瑞芳DC,LI43,KPD2966,1001018517,紫新店,2023-12-31 17:00:00,12/31/2023 11:05:52 PM,1/1/2024 12:20:00 AM
05,2024-01-01,瑞芳DC,LIDC,KPD2966,3001888888,瑞芳ＤＣ,2023-12-31 17:00:00,12/31/2023 11:35:58 PM,1/1/2024 1:03:00 AM
12,2024-01-01,瑞芳DC,QKDC,KPD2966,S3001888888,瑞芳ＤＣ,2024-01-01 06:30:00,,
12,2024-01-01,瑞芳DC,QK01,KPD2966,1001020010,汐止新遠雄店,2024-01-01 06:30:00,,1/1/2024 8:45:00 AM
12,2024-01-01,瑞芳DC,QK02,KPD2966,1001020011,新遠雄二店,2024-01-01 06:30:00,,1/1/2024 8:45:00 AM
12,2024-01-01,瑞芳DC,QK05,KPD2966,1001018092,汐止連新店,2024-01-01 06:30:00,1/1/2024 8:44:47 AM,1/1/2024 9:30:00 AM
12,2024-01-01,瑞芳DC,QK06,KPD2966,1001020638,汐止桂冠店,2024-01-01 06:30:00,1/1/2024 8:49:35 AM,1/1/2024 9:40:00 AM
12,2024-01-01,瑞芳DC,QK07,KPD2966,1001021894,汐止莊敬店,2024-01-01 06:30:00,1/1/2024 8:52:38 AM,1/1/2024 9:45:00 AM
12,2024-01-01,瑞芳DC,QK08,KPD2966,1001021210,汐止興莊店,2024-01-01 06:30:00,1/1/2024 8:55:34 AM,1/1/2024 9:50:00 AM
12,2024-01-01,瑞芳DC,QK09,KPD2966,1001018583,汐止青山店,2024-01-01 06:30:00,1/1/2024 8:58:07 AM,1/1/2024 9:55:00 AM
12,2024-01-01,瑞芳DC,QK10,KPD2966,1001014806,汐止福全店,2024-01-01 06:30:00,1/1/2024 9:04:51 AM,1/1/2024 10:00:00 AM
12,2024-01-01,瑞芳DC,QK11,KPD2966,1001022583,汐止秀峰店,2024-01-01 06:30:00,1/1/2024 9:15:34 AM,1/1/2024 10:10:00 AM
