#,時間,時速,狀態,位置,任務
931,2024-01-23 12:41:57,80,行駛中,台北市南港區 國3 18公里 福爾摩莎高速公路,RF_12_SE
932,2024-01-23 12:42:27,0,在外暫停,台北市南港區 國3 18公里 福爾摩莎高速公路,RF_12_SE
933,2024-01-23 12:42:57,0,在外暫停,台北市南港區 國3 18公里 福爾摩莎高速公路,RF_12_SE
934,2024-01-23 12:43:28,75,行駛中,台北市文山區 國3 20.8公里 木柵交流道,RF_12_SE
935,2024-01-23 12:43:58,82,行駛中,台北市文山區 國3 20.8公里 木柵交流道,RF_12_SE
936,2024-01-23 12:44:28,70,行駛中,台北市文山區 國3甲 2公里 福爾摩莎高速公路台北聯絡道,RF_12_SE
937,2024-01-23 12:44:58,54,行駛中,台北市文山區 國3甲 3.6公里 萬芳交流道,RF_12_SE
938,2024-01-23 12:45:28,71,行駛中,台北市文山區 國3甲 3.6公里 萬芳交流道,RF_12_SE
939,2024-01-23 12:45:58,39,行駛中,台北市文山區 國3甲 3.6公里 萬芳交流道,RF_12_SE
940,2024-01-23 12:46:28,0,在外暫停,台北市文山區 縣106 木柵路四段,RF_12_SE
941,2024-01-23 12:46:58,9,行駛中,台北市文山區 縣106 木柵路四段,RF_12_SE
942,2024-01-23 12:47:28,7,行駛中,台北市文山區 縣106 木柵路四段,RF_12_SE
943,2024-01-23 12:47:41,44,急加速 Alarm,台北市文山區 縣106 木柵路四段,RF_12_SE
944,2024-01-23 12:47:41,33,行駛中,台北市文山區 縣106 木柵路四段,RF_12_SE
945,2024-01-23 12:47:58,42,行駛中,台北市文山區 縣106 木柵路四段,RF_12_SE
946,2024-01-23 12:48:28,31,行駛中,台北市文山區 萬芳路,RF_12_SE
947,2024-01-23 12:48:58,41,行駛中,台北市文山區 萬芳路,RF_12_SE
948,2024-01-23 12:49:28,30,行駛中,台北市文山區 萬芳路,RF_12_SE
949,2024-01-23 12:49:58,58,行駛中,台北市文山區 萬芳路,RF_12_SE
950,2024-01-23 12:50:28,24,行駛中,台北市文山區 萬芳路,RF_12_SE
951,2024-01-23 12:50:58,0,在外暫停,台北市文山區 萬芳路,RF_12_SE
952,2024-01-23 12:51:28,0,在外暫停,台北市文山區 興隆路三段,RF_12_SE
953,2024-01-23 12:51:58,1,在外暫停,台北市文山區 興隆路三段,RF_12_SE
954,2024-01-23 12:52:28,7,行駛中,台北市文山區 興隆路三段,RF_12_SE
955,2024-01-23 12:52:31,0,手剎車 ON,台北市文山區 興隆路三段,RF_12_SE
956,2024-01-23 12:52:58,0,在外暫停,台北市文山區 興隆路三段192巷8弄,RF_12_SE
957,2024-01-23 12:53:28,0,前室溫度異常,台北市文山區 興隆路三段192巷8弄,RF_12_SE
958,2024-01-23 12:53:58,0,在外暫停,台北市文山區 興隆路三段192巷8弄,RF_12_SE
959,2024-01-23 12:54:28,0,在外暫停,台北市文山區 興隆路三段192巷8弄,RF_12_SE
960,2024-01-23 12:54:58,0,在外暫停,台北市文山區 興隆路三段192巷8弄,RF_12_SE
961,2024-01-23 12:55:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
962,2024-01-23 12:55:29,0,Idle Alarm,台北市文山區 興隆路三段192巷2弄,RF_12_SE
963,2024-01-23 12:55:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
964,2024-01-23 12:56:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
965,2024-01-23 12:56:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
966,2024-01-23 12:57:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
967,2024-01-23 12:57:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
968,2024-01-23 12:58:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
969,2024-01-23 12:58:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
970,2024-01-23 12:59:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
971,2024-01-23 12:59:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
972,2024-01-23 13:00:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
973,2024-01-23 13:00:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
974,2024-01-23 13:01:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
975,2024-01-23 13:01:58,0,在外暫停,台北市文山區 興隆路三段192巷8弄,RF_12_SE
976,2024-01-23 13:02:28,0,在外暫停,台北市文山區 興隆路三段192巷8弄,RF_12_SE
977,2024-01-23 13:02:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
978,2024-01-23 13:03:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
979,2024-01-23 13:03:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
980,2024-01-23 13:04:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
981,2024-01-23 13:04:58,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
982,2024-01-23 13:05:28,0,在外暫停,台北市文山區 興隆路三段192巷2弄,RF_12_SE
983,2024-01-23 13:05:48,0,手剎車 OFF,台北市文山區 興隆路三段192巷2弄,RF_12_SE
984,2024-01-23 13:05:58,12,行駛中,台北市文山區 興隆路三段192巷2弄,RF_12_SE
985,2024-01-23 13:06:18,20,行駛中,台北市文山區 興隆路三段192巷2弄,RF_12_SE
986,2024-01-23 13:06:28,9,行駛中,台北市文山區 萬芳店,RF_12_SE
987,2024-01-23 13:06:58,1,場內暫停,台北市文山區 萬芳店,RF_12_SE
988,2024-01-23 13:07:20,3,手剎車 ON,台北市文山區 萬芳店,RF_12_SE
989,2024-01-23 13:07:20,3,任務進圍籬,台北市文山區 萬芳店,RF_12_SE
990,2024-01-23 13:07:28,0,場內暫停,台北市文山區 萬芳店,RF_12_SE
991,2024-01-23 13:07:58,0,場內暫停,台北市文山區 萬芳店,RF_12_SE
992,2024-01-23 13:08:28,0,場內暫停,台北市文山區 萬芳店,RF_12_SE
993,2024-01-23 13:08:58,0,場內暫停,台北市文山區 萬芳店,RF_12_SE
994,2024-01-23 13:09:28,0,場內暫停,台北市文山區 萬芳店,RF_12_SE
995,2024-01-23 13:09:32,0,手剎車 OFF,台北市文山區 萬芳店,RF_12_SE
996,2024-01-23 13:09:58,2,場內暫停,台北市文山區 萬芳店,RF_12_SE
997,2024-01-23 13:10:20,11,Idle Alarm,台北市文山區 萬芳店,RF_12_SE
998,2024-01-23 13:10:20,11,任務進圍籬,台北市文山區 萬芳店,RF_12_SE
999,2024-01-23 13:10:28,1,場內暫停,台北市文山區 萬芳店,RF_12_SE
1000,2024-01-23 13:10:33,5,任務出圍籬,台北市文山區 興隆路三段,RF_12_SE
1001,2024-01-23 13:10:33,5,行駛中,台北市文山區 興隆路三段,RF_12_SE
1002,2024-01-23 13:10:58,4,行駛中,台北市文山區 興隆路三段,RF_12_SE
1003,2024-01-23 13:11:28,7,行駛中,台北市文山區 辛亥路五段25巷,RF_12_SE
1004,2024-01-23 13:11:58,11,行駛中,台北市文山區 興業里,RF_12_SE
1005,2024-01-23 13:12:21,0,手剎車 ON,台北市文山區 興園店,RF_12_SE
1006,2024-01-23 13:12:21,0,任務進圍籬,台北市文山區 興園店,RF_12_SE
1007,2024-01-23 13:12:28,0,場內暫停,台北市文山區 興園店,RF_12_SE
1008,2024-01-23 13:12:58,0,場內暫停,台北市文山區 興園店,RF_12_SE
1009,2024-01-23 13:13:28,0,場內暫停,台北市文山區 興園店,RF_12_SE
1010,2024-01-23 13:13:58,0,場內暫停,台北市文山區 興園店,RF_12_SE
1011,2024-01-23 13:14:28,0,場內暫停,台北市文山區 興園店,RF_12_SE
1012,2024-01-23 13:14:58,0,場內暫停,台北市文山區 興園店,RF_12_SE
1013,2024-01-23 13:15:09,0,Idle Alarm,台北市文山區 興園店,RF_12_SE
1014,2024-01-23 13:15:09,0,任務進圍籬,台北市文山區 興園店,RF_12_SE
1015,2024-01-23 13:15:28,0,場內暫停,台北市文山區 興園店,RF_12_SE
1016,2024-01-23 13:15:44,0,手剎車 OFF,台北市文山區 興園店,RF_12_SE
1017,2024-01-23 13:15:58,0,場內暫停,台北市文山區 興園店,RF_12_SE
1018,2024-01-23 13:16:25,3,場內暫停,台北市文山區 興園店,RF_12_SE
1019,2024-01-23 13:16:28,7,行駛中,台北市文山區 興園店,RF_12_SE
1020,2024-01-23 13:16:58,11,任務出圍籬,台北市文山區 仙岩路,RF_12_SE
1021,2024-01-23 13:16:58,11,行駛中,台北市文山區 仙岩路,RF_12_SE
1022,2024-01-23 13:17:28,6,行駛中,台北市文山區 仙岩路,RF_12_SE
1023,2024-01-23 13:17:36,3,手剎車 ON,台北市文山區 仙岩路,RF_12_SE
1024,2024-01-23 13:17:58,0,在外暫停,台北市文山區 興隆路二段78巷,RF_12_SE
1025,2024-01-23 13:18:28,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1026,2024-01-23 13:18:58,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1027,2024-01-23 13:19:28,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1028,2024-01-23 13:19:58,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1029,2024-01-23 13:20:28,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1030,2024-01-23 13:20:31,0,Idle Alarm,台北市文山區 仙岩店,RF_12_SE
1031,2024-01-23 13:20:31,0,任務進圍籬,台北市文山區 仙岩店,RF_12_SE
1032,2024-01-23 13:20:58,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1033,2024-01-23 13:21:28,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1034,2024-01-23 13:21:58,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1035,2024-01-23 13:22:28,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1036,2024-01-23 13:22:58,0,手剎車 OFF,台北市文山區 仙岩店,RF_12_SE
1037,2024-01-23 13:22:58,0,場內暫停,台北市文山區 仙岩店,RF_12_SE
1038,2024-01-23 13:23:28,5,行駛中,台北市文山區 仙岩店,RF_12_SE
1039,2024-01-23 13:23:34,7,行駛中,台北市文山區 仙岩店,RF_12_SE
1040,2024-01-23 13:23:57,1,手剎車 ON,台北市文山區 靜興店,RF_12_SE
1041,2024-01-23 13:23:57,1,任務進圍籬,台北市文山區 靜興店,RF_12_SE
1042,2024-01-23 13:23:58,0,場內暫停,台北市文山區 靜興店,RF_12_SE
1043,2024-01-23 13:24:28,0,前室溫度異常,台北市文山區 靜興店,RF_12_SE
1044,2024-01-23 13:24:58,0,場內暫停,台北市文山區 靜興店,RF_12_SE
1045,2024-01-23 13:25:28,0,場內暫停,台北市文山區 靜興店,RF_12_SE
1046,2024-01-23 13:25:58,0,場內暫停,台北市文山區 靜興店,RF_12_SE
1047,2024-01-23 13:26:22,0,手剎車 OFF,台北市文山區 靜興店,RF_12_SE
1048,2024-01-23 13:26:28,5,行駛中,台北市文山區 靜興店,RF_12_SE
1049,2024-01-23 13:26:58,4,任務出圍籬,台北市文山區 興隆路二段,RF_12_SE
1050,2024-01-23 13:26:58,4,行駛中,台北市文山區 興隆路二段,RF_12_SE
1051,2024-01-23 13:27:28,0,在外暫停,台北市文山區 興隆路二段,RF_12_SE
1052,2024-01-23 13:27:58,18,行駛中,台北市文山區 興隆路二段,RF_12_SE
1053,2024-01-23 13:28:28,34,行駛中,台北市文山區 華德店,RF_12_SE
1054,2024-01-23 13:28:56,1,手剎車 ON,台北市文山區 華德店,RF_12_SE
1055,2024-01-23 13:28:56,1,任務進圍籬,台北市文山區 華德店,RF_12_SE
1056,2024-01-23 13:28:58,0,場內暫停,台北市文山區 華德店,RF_12_SE
1057,2024-01-23 13:29:28,0,場內暫停,台北市文山區 華德店,RF_12_SE
1058,2024-01-23 13:29:58,0,場內暫停,台北市文山區 華德店,RF_12_SE
1059,2024-01-23 13:30:20,0,手剎車 OFF,台北市文山區 華德店,RF_12_SE
1060,2024-01-23 13:30:28,0,場內暫停,台北市文山區 華德店,RF_12_SE
1061,2024-01-23 13:30:58,10,行駛中,台北市文山區 華德店,RF_12_SE
1062,2024-01-23 13:31:28,12,任務出圍籬,台北市文山區 景華街,RF_12_SE
1063,2024-01-23 13:31:28,12,行駛中,台北市文山區 景華街,RF_12_SE
1064,2024-01-23 13:31:48,0,手剎車 ON,台北市文山區 景華街,RF_12_SE
1065,2024-01-23 13:31:58,0,在外暫停,台北市文山區 台9 羅斯福路六段,RF_12_SE
1066,2024-01-23 13:32:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1067,2024-01-23 13:32:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1068,2024-01-23 13:33:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1069,2024-01-23 13:33:56,0,手剎車 OFF,台北市文山區 新文華店,RF_12_SE
1070,2024-01-23 13:33:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1071,2024-01-23 13:34:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1072,2024-01-23 13:34:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1073,2024-01-23 13:35:28,0,場內暫停,台北市文山區 羅和店,RF_12_SE
1074,2024-01-23 13:35:53,0,任務進圍籬,台北市文山區 新文華店,RF_12_SE
1075,2024-01-23 13:35:53,0,手剎車 ON,台北市文山區 新文華店,RF_12_SE
1076,2024-01-23 13:35:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1077,2024-01-23 13:36:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1078,2024-01-23 13:36:58,1,場內暫停,台北市文山區 新文華店,RF_12_SE
1079,2024-01-23 13:37:09,1,Idle Alarm,台北市文山區 新文華店,RF_12_SE
1080,2024-01-23 13:37:09,1,任務進圍籬,台北市文山區 新文華店,RF_12_SE
1081,2024-01-23 13:37:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1082,2024-01-23 13:37:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1083,2024-01-23 13:38:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1084,2024-01-23 13:38:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1085,2024-01-23 13:39:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1086,2024-01-23 13:39:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1087,2024-01-23 13:40:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1088,2024-01-23 13:40:58,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1089,2024-01-23 13:41:28,0,場內暫停,台北市文山區 新文華店,RF_12_SE
1090,2024-01-23 13:41:42,0,手剎車 OFF,台北市文山區 新文華店,RF_12_SE
1091,2024-01-23 13:41:58,9,行駛中,台北市文山區 新文華店,RF_12_SE
1092,2024-01-23 13:42:04,20,行駛中,台北市文山區 新文華店,RF_12_SE
1093,2024-01-23 13:42:28,2,場內暫停,台北市文山區 羅和店,RF_12_SE
1094,2024-01-23 13:42:58,17,行駛中,台北市文山區 景仁里,RF_12_SE
1095,2024-01-23 13:42:58,17,任務出圍籬,台北市文山區 景仁里,RF_12_SE
1096,2024-01-23 13:43:28,7,行駛中,台北市文山區 景仁里,RF_12_SE
1097,2024-01-23 13:43:58,10,行駛中,台北市文山區 景仁里,RF_12_SE
1098,2024-01-23 13:44:28,0,場內暫停,台北市文山區 景富店,RF_12_SE
1099,2024-01-23 13:44:58,7,任務出圍籬,台北市文山區 水源快速道路,RF_12_SE
1100,2024-01-23 13:44:58,7,行駛中,台北市文山區 水源快速道路,RF_12_SE
1101,2024-01-23 13:45:28,15,行駛中,台北市文山區 溪州街,RF_12_SE
1102,2024-01-23 13:45:58,4,行駛中,台北市文山區 5.5公里 水源快速道路,RF_12_SE
1103,2024-01-23 13:46:28,6,行駛中,台北市文山區 溪州街,RF_12_SE
1104,2024-01-23 13:46:58,20,行駛中,台北市文山區 溪州街,RF_12_SE
1105,2024-01-23 13:47:28,14,行駛中,台北市文山區 溪州街,RF_12_SE
1106,2024-01-23 13:47:58,5,行駛中,台北市大安區 師美店,RF_12_SE
1107,2024-01-23 13:48:21,0,手剎車 ON,台北市大安區 師美店,RF_12_SE
1108,2024-01-23 13:48:21,0,任務進圍籬,台北市大安區 師美店,RF_12_SE
1109,2024-01-23 13:48:28,0,場內暫停,台北市大安區 師美店,RF_12_SE
1110,2024-01-23 13:48:58,0,場內暫停,台北市大安區 師美店,RF_12_SE
1111,2024-01-23 13:49:28,0,場內暫停,台北市大安區 師美店,RF_12_SE
1112,2024-01-23 13:49:58,0,場內暫停,台北市大安區 師美店,RF_12_SE
1113,2024-01-23 13:50:21,0,手剎車 OFF,台北市大安區 師美店,RF_12_SE
1114,2024-01-23 13:50:23,0,任務進圍籬,台北市大安區 師美店,RF_12_SE
1115,2024-01-23 13:50:23,0,Idle Alarm,台北市大安區 師美店,RF_12_SE
1116,2024-01-23 13:50:28,0,場內暫停,台北市大安區 師美店,RF_12_SE
1117,2024-01-23 13:50:50,7,行駛中,台北市大安區 師美店,RF_12_SE
1118,2024-01-23 13:50:58,7,行駛中,台北市大安區 師美店,RF_12_SE
1119,2024-01-23 13:51:28,23,行駛中,台北市大安區 師美店,RF_12_SE
1120,2024-01-23 13:51:58,20,任務出圍籬,台北市文山區 溪州街,RF_12_SE
1121,2024-01-23 13:51:58,20,行駛中,台北市文山區 溪州街,RF_12_SE
1122,2024-01-23 13:52:28,7,行駛中,台北市文山區 萬和店,RF_12_SE
1123,2024-01-23 13:52:58,12,行駛中,台北市文山區 萬和店,RF_12_SE
1124,2024-01-23 13:53:28,2,場內暫停,台北市文山區 萬和店,RF_12_SE
1125,2024-01-23 13:53:38,1,手剎車 ON,台北市文山區 萬和店,RF_12_SE
1126,2024-01-23 13:53:38,1,任務進圍籬,台北市文山區 萬和店,RF_12_SE
1127,2024-01-23 13:53:58,0,場內暫停,台北市文山區 萬和店,RF_12_SE
1128,2024-01-23 13:54:28,0,場內暫停,台北市文山區 萬和店,RF_12_SE
1129,2024-01-23 13:54:58,0,場內暫停,台北市文山區 萬和店,RF_12_SE
1130,2024-01-23 13:55:23,0,手剎車 OFF,台北市文山區 萬和店,RF_12_SE
1131,2024-01-23 13:55:28,3,前室溫度異常,台北市文山區 萬和店,RF_12_SE
1132,2024-01-23 13:55:36,0,手剎車 ON,台北市文山區 萬和店,RF_12_SE
1133,2024-01-23 13:55:36,0,任務進圍籬,台北市文山區 萬和店,RF_12_SE
1134,2024-01-23 13:55:58,0,場內暫停,台北市文山區 萬和店,RF_12_SE
1135,2024-01-23 13:56:02,0,任務進圍籬,台北市文山區 萬和店,RF_12_SE
1136,2024-01-23 13:56:02,0,Idle Alarm,台北市文山區 萬和店,RF_12_SE
1137,2024-01-23 13:56:28,0,場內暫停,台北市文山區 萬和店,RF_12_SE
1138,2024-01-23 13:56:38,0,手剎車 OFF,台北市文山區 萬和店,RF_12_SE
1139,2024-01-23 13:56:58,7,行駛中,台北市文山區 萬和店,RF_12_SE
1140,2024-01-23 13:57:12,6,行駛中,台北市文山區 萬和店,RF_12_SE
1141,2024-01-23 13:57:28,10,行駛中,台北市文山區 萬和店,RF_12_SE
1142,2024-01-23 13:57:58,5,行駛中,台北市文山區 景富店,RF_12_SE
1143,2024-01-23 13:58:28,3,場內暫停,台北市文山區 景富店,RF_12_SE
1144,2024-01-23 13:58:58,0,場內暫停,台北市文山區 景富店,RF_12_SE
1145,2024-01-23 13:59:03,0,手剎車 ON,台北市文山區 景富店,RF_12_SE
1146,2024-01-23 13:59:03,0,任務進圍籬,台北市文山區 景富店,RF_12_SE
1147,2024-01-23 13:59:28,0,場內暫停,台北市文山區 景富店,RF_12_SE
1148,2024-01-23 13:59:58,0,場內暫停,台北市文山區 景富店,RF_12_SE
1149,2024-01-23 14:00:28,0,場內暫停,台北市文山區 景富店,RF_12_SE
1150,2024-01-23 14:00:58,0,場內暫停,台北市文山區 景富店,RF_12_SE
1151,2024-01-23 14:01:09,0,手剎車 OFF,台北市文山區 景富店,RF_12_SE
1152,2024-01-23 14:01:28,1,場內暫停,台北市文山區 景富店,RF_12_SE
1153,2024-01-23 14:01:46,0,Idle Alarm,台北市文山區 景富店,RF_12_SE
1154,2024-01-23 14:01:46,0,任務進圍籬,台北市文山區 景富店,RF_12_SE
1155,2024-01-23 14:01:58,6,行駛中,台北市文山區 景富店,RF_12_SE
1156,2024-01-23 14:02:28,8,行駛中,台北市文山區 景富店,RF_12_SE
1157,2024-01-23 14:02:34,9,行駛中,台北市文山區 景富店,RF_12_SE
1158,2024-01-23 14:02:58,7,行駛中,台北市文山區 景富店,RF_12_SE
1159,2024-01-23 14:03:28,14,行駛中,台北市文山區 台9 羅斯福路六段,RF_12_SE
1160,2024-01-23 14:03:28,14,任務出圍籬,台北市文山區 台9 羅斯福路六段,RF_12_SE
1161,2024-01-23 14:03:58,10,行駛中,台北市文山區 羅斯福路六段142巷,RF_12_SE
1162,2024-01-23 14:04:28,12,行駛中,台北市文山區 景仁里,RF_12_SE
1163,2024-01-23 14:04:58,1,在外暫停,台北市文山區 溪口街,RF_12_SE
1164,2024-01-23 14:05:28,2,在外暫停,台北市文山區 溪口街,RF_12_SE
1165,2024-01-23 14:05:58,6,行駛中,台北市文山區 景慶里,RF_12_SE
1166,2024-01-23 14:06:28,1,在外暫停,台北市文山區 景福街,RF_12_SE
1167,2024-01-23 14:06:58,9,行駛中,台北市文山區 景福街,RF_12_SE
1168,2024-01-23 14:07:28,12,行駛中,台北市文山區 景福街,RF_12_SE
1169,2024-01-23 14:07:58,14,行駛中,台北市文山區 水源快速道路,RF_12_SE
1170,2024-01-23 14:08:28,2,在外暫停,台北市文山區 6.0公里 水源快速道路,RF_12_SE
1171,2024-01-23 14:08:58,20,行駛中,台北市文山區 景福街,RF_12_SE
1172,2024-01-23 14:09:06,3,手剎車 ON,台北市文山區 景福街,RF_12_SE
1173,2024-01-23 14:09:28,0,在外暫停,台北市文山區 景慶里,RF_12_SE
1174,2024-01-23 14:09:58,0,在外暫停,台北市文山區 景福街,RF_12_SE
1175,2024-01-23 14:10:28,0,在外暫停,台北市文山區 景福街,RF_12_SE
1176,2024-01-23 14:10:58,0,在外暫停,台北市文山區 景福街,RF_12_SE
1177,2024-01-23 14:11:28,0,在外暫停,台北市文山區 景福街,RF_12_SE
1178,2024-01-23 14:11:56,0,Idle Alarm,台北市文山區 景福街,RF_12_SE
1179,2024-01-23 14:11:58,0,在外暫停,台北市文山區 景福街,RF_12_SE
1180,2024-01-23 14:12:28,0,在外暫停,台北市文山區 景福街,RF_12_SE
1181,2024-01-23 14:12:58,0,在外暫停,台北市文山區 景福街,RF_12_SE
1182,2024-01-23 14:13:28,0,在外暫停,台北市文山區 景福街,RF_12_SE
1183,2024-01-23 14:13:58,0,在外暫停,台北市文山區 景福街,RF_12_SE
1184,2024-01-23 14:14:28,0,在外暫停,台北市文山區 景福街,RF_12_SE
1185,2024-01-23 14:14:58,0,在外暫停,台北市文山區 景福街,RF_12_SE
1186,2024-01-23 14:15:05,0,手剎車 OFF,台北市文山區 景福街,RF_12_SE
1187,2024-01-23 14:15:28,19,行駛中,台北市文山區 景福街,RF_12_SE
1188,2024-01-23 14:15:29,19,行駛中,台北市文山區 景福街,RF_12_SE
1189,2024-01-23 14:15:58,0,手剎車 ON,台北市文山區 萬慶店,RF_12_SE
1190,2024-01-23 14:15:58,0,任務進圍籬,台北市文山區 萬慶店,RF_12_SE
1191,2024-01-23 14:15:58,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1192,2024-01-23 14:16:28,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1193,2024-01-23 14:16:58,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1194,2024-01-23 14:17:28,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1195,2024-01-23 14:17:44,0,手剎車 OFF,台北市文山區 萬慶店,RF_12_SE
1196,2024-01-23 14:17:58,2,場內暫停,台北市文山區 萬慶店,RF_12_SE
1197,2024-01-23 14:18:28,2,場內暫停,台北市文山區 萬慶店,RF_12_SE
1198,2024-01-23 14:18:58,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1199,2024-01-23 14:19:28,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1200,2024-01-23 14:19:58,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1201,2024-01-23 14:20:28,15,任務出圍籬,台北市文山區 台9 7.0公里 羅斯福路六段,RF_12_SE
1202,2024-01-23 14:20:28,15,行駛中,台北市文山區 台9 7.0公里 羅斯福路六段,RF_12_SE
1203,2024-01-23 14:20:58,0,場內暫停,台北市文山區 萬慶店,RF_12_SE
1204,2024-01-23 14:21:28,54,任務出圍籬,台北市文山區 台9 7.5公里 羅斯福路六段,RF_12_SE
1205,2024-01-23 14:21:28,54,超速,台北市文山區 台9 7.5公里 羅斯福路六段,RF_12_SE
1206,2024-01-23 14:21:58,29,行駛中,新北市新店區 台9 8.0公里 北新路三段,RF_12_SE
1207,2024-01-23 14:22:28,10,行駛中,新北市新店區 台9 8.0公里 北新路三段,RF_12_SE
1208,2024-01-23 14:22:58,2,在外暫停,新北市新店區 台9 8.0公里 北新路三段,RF_12_SE
1209,2024-01-23 14:23:28,0,在外暫停,新北市新店區 台9 8.0公里 北新路三段,RF_12_SE
1210,2024-01-23 14:23:58,0,在外暫停,新北市新店區 台9 8.0公里 北新路三段,RF_12_SE
1211,2024-01-23 14:24:28,37,行駛中,新北市新店區 台9 8.0公里 北新路三段,RF_12_SE
1212,2024-01-23 14:24:58,14,行駛中,新北市新店區 台9 8.5公里 北新路二段,RF_12_SE
1213,2024-01-23 14:25:28,10,行駛中,新北市新店區 寶強路,RF_12_SE
1214,2024-01-23 14:25:58,29,行駛中,新北市新店區 寶強路,RF_12_SE
1215,2024-01-23 14:26:28,60,前室溫度異常,新北市新店區 北103,RF_12_SE
1216,2024-01-23 14:26:58,0,在外暫停,新北市新店區 北103 中興路二段,RF_12_SE
1217,2024-01-23 14:27:28,0,在外暫停,新北市新店區 北103 中興路二段,RF_12_SE
1218,2024-01-23 14:27:58,20,行駛中,新北市新店區 國3 26.9公里 新店交流道,RF_12_SE
1219,2024-01-23 14:28:28,20,行駛中,新北市新店區 張北里,RF_12_SE
1220,2024-01-23 14:28:58,66,行駛中,新北市新店區 國3 26.9公里 新店交流道,RF_12_SE
1221,2024-01-23 14:29:28,57,行駛中,新北市新店區 國3 26.9公里 新店交流道,RF_12_SE
1222,2024-01-23 14:29:58,82,行駛中,台北市文山區 國3 26公里,RF_12_SE
1223,2024-01-23 14:30:28,78,行駛中,台北市文山區 國3 25公里,RF_12_SE
1224,2024-01-23 14:30:58,76,行駛中,台北市文山區 國3 25公里 福爾摩莎高速公路,RF_12_SE
1225,2024-01-23 14:31:28,68,行駛中,台北市文山區 國3 24公里 福爾摩莎高速公路,RF_12_SE
1226,2024-01-23 14:31:57,91,超速,台北市文山區 國3 24公里 福爾摩莎高速公路,RF_12_SE
1227,2024-01-23 14:32:28,0,在外暫停,台北市文山區 國3 24公里 福爾摩莎高速公路,RF_12_SE
1228,2024-01-23 14:32:58,77,行駛中,台北市文山區 國3 21.6公里 木柵隧道,RF_12_SE
1229,2024-01-23 14:33:28,61,行駛中,台北市文山區 國3 20.8公里 木柵交流道,RF_12_SE
1230,2024-01-23 14:33:58,48,行駛中,新北市深坑區 國3甲 5.6公里 新光路端,RF_12_SE
1231,2024-01-23 14:34:28,43,行駛中,台北市文山區 國3甲 1公里 福爾摩莎高速公路台北聯絡道,RF_12_SE
