商店名稱,電話,address,商店編號,Latitude,Longitude
全家新莊研店,227853487,台北市南港區舊莊街一段１６９號,54856,25.0394356,121.6212636
全家胡適店,227888455,台北市南港區舊莊街一段３巷１６號,50358,25.0423061,121.6181822
全家國興店,227832665,台北市南港區舊莊街一段３巷３弄２號,14434,25.0430694,121.6188841
全家重陽店,227893918,台北市南港區重陽路１８３、１８５號１樓,12952,25.0567525,121.5987604
全家經貿店,227833027,臺北市南港區經貿二路２００號１樓,58108,25.0596859,121.6143075
全家金天玉店,228724513,台北市士林區中山北路七段８１巷８號１樓,61338,25.1218824,121.5306336
全家天強店,228317990,台北市士林區中山北路六段２３８號壹樓,54985,25.1090163,121.5254958
全家榮富店,228768631,台北市士林區中山北路六段７２６號北側,52924,25.1150981,121.5279258
全家仰德大樓店,228383850,台北市士林區中山北路六段８８號地下室,61289,25.0841044,121.5257708
全家士林店,228348066,台北市士林區中山北路５段６９７號,18702,25.0976484,121.5271204
全家士商店,228838435,台北市士林區中正路５０３號,50120,25.0916805,121.5180117
全家福港店,228804266,台北市士林區前港街１２６號,10690,25.0851784,121.5178463
全家大港店,228832065,台北市士林區前港街３９號,14157,25.084872,121.5215497
全家基河店,228837080,台北市士林區基河路１２８號１樓,62646,25.0885792,121.5232666
全家芝玉店,228343943,台北市士林區士東路２６６巷５弄１６號,14445,25.112386,121.537499
全家新士誠店,228314357,台北市士林區士東路８６號壹樓,57575,25.1120044,121.5288289
全家華港店,228810722,台北市士林區大南路２３１號,50378,25.0883772,121.5209461
全家新天地店,228811327,台北市士林區大南路３４６號１樓,62320,25.0891006,121.5176112
全家大南店,228833976,台北市士林區大南路５２號,10923,25.0894468,121.5249323
全家大東店,228834125,台北市士林區大東路６３號１樓,59959,25.09013,121.5254773
全家天山店,228769215,台北市士林區天母東路６９巷１１之９號１樓,19229,25.119507,121.533781
全家新磺溪店,228767673,台北市士林區天母西路４０－２號１樓,54429,25.1184042,121.5258285
全家天成店,228747141,台北市士林區天福里天母東路３６號之５，之６,16606,25.1179057,121.5326821
全家新延店,228113485,台北市士林區延平北路五段２１７號１樓,60510,25.0839899,121.5098419
全家葫蘆店,288114965,台北市士林區延平北路五段２８３之１號,11871,25.085615,121.5094807
全家社子島店,228105039,台北市士林區延平北路八段１０５號１樓,61646,25.1057775,121.483407
全家德行店,228314191,台北市士林區德行東路１０９巷３號,11396,25.1078808,121.5281936
全家德忠店,228318420,台北市士林區德行東路１０９巷７５號壹樓,52932,25.1100775,121.5284697
全家新芝蘭店,228345602,台北市士林區德行東路２８２號１樓,63061,25.1099374,121.5357928
全家新天和店,228723753,台北市士林區忠誠路二段１６８號１樓,54186,25.1156536,121.5331645
全家誠德店,228344780,台北市士林區忠誠路二段５號１樓,56412,25.1087688,121.5306097
全家新蘭雅店,228314977,台北市士林區忠誠路二段５２號壹樓及地下室部份,54987,25.1108839,121.5303818
全家文鑫店,228816801,台北市士林區文林路２０５號１樓及地下室,58442,25.0901023,121.5270008
全家新格致店,228623855,台北市士林區格致路５３號１樓,55430,25.1377253,121.5464251
全家鑫社店,228112859,台北市士林區社中街２８０號１樓及２樓,59595,25.0920812,121.5062323
全家社中店,228132673,台北市士林區社中街３８６號,18803,25.0922812,121.5034501
全家永新店,228113436,台北市士林區社子街２７號,11080,25.0876678,121.5079657
全家社正店,288115530,台北市士林區社正路２６號１樓,59896,25.088659,121.5095614
全家福林店,288611682,台北市士林區福林里中正路２３３號，２３３之１號,12034,25.095213,121.526009
全家百齡店,228834606,台北市士林區福港街１５８－１號,50535,25.0871572,121.5177486
全家和豐店,228813084,台北市士林區福華里和豐街２號一樓,15638,25.0828021,121.5193393
全家天文店,228319102,台北市士林區美崙街１１８號,16316,25.0970573,121.5195316
全家至善店,228414153,台北市士林區臨溪里至善路二段２６８號一樓,12950,25.1004577,121.5510549
全家中影店,228839581,台北市士林區至善路二段３４號,19226,25.0968984,121.5448055
全家美崙店,228346427,台北市士林區華榮街９７號,10246,25.0971113,121.5231683
全家通河店,228858507,台北市士林區通河街１４５號,11036,25.0810371,121.5207014
全家新葫東店,228162923,台北市士林區重慶北路四段１８４號１樓,54213,25.084562,121.511996
全家致昇店,228385392,台北市士林區雨聲街３６號１樓,57718,25.102078,121.529215
全家新陽明店,228818262,臺北市士林區中正路３２９號,50840,25.0945343,121.5231603
全家大北店,228819255,臺北市士林區文林路３２０號,50683,25.0923066,121.5261069
全家金慶店,225564600,台北市大同區南京西路３０８號１樓,56491,25.053872,121.513377
全家京鋒店,225587692,台北市大同區南京西路６１號１樓,58045,25.053104,121.519236
全家大龍店,225980054,台北市大同區大龍街１３３號１樓,14447,25.0674037,121.5161886
全家蘭州店,225995380,台北市大同區大龍街２１７號１樓,16641,25.0705817,121.5159995
全家太陽店,225507907,台北市大同區太原路１５３號１樓,59755,25.055248,121.5166957
全家泰元店,225592980,台北市大同區太原路８１號,56215,25.0517999,121.5157275
全家寧夏店,225500930,台北市大同區寧夏路２８，３０，２８—１，２８—２號,11023,25.0558713,121.5150634
全家國順店,225919787,台北市大同區延平北路三段１１８號１樓,14516,25.0673463,121.5108186
全家永樂店,225529571,台北市大同區延平北路二段２６０號之１　,50875,25.060467,121.511266
全家龍泉店,285961664,台北市大同區延平北路四段６２號１樓,60985,25.0704909,121.510802
全家京承店,225508721,台北市大同區承德路一段２９號１樓,61900,25.0509419,121.5173002
全家日新店,225505051,台北市大同區承德路二段３９＆４１號１樓,14515,25.0549924,121.5184133
全家甘州店,225505587,台北市大同區歸綏街１８１之２號,50716,25.0582942,121.513269
全家權澤店,225506916,台北市大同區民權西路１１０號１樓及夾層,59306,25.0627151,121.5170177
全家福澤店,225572577,台北市大同區民權西路１４６號,11099,25.0627453,121.5158454
全家萬全店,225576965,台北市大同區民生西路６３號,11354,25.0577399,121.5201341
全家迪化街店,285902267,台北市大同區迪化街一段４２號１、２樓,62002,25.054875,121.509978
全家鑫泉店,225986829,台北市大同區酒泉街２２７號１樓,59021,25.0722453,121.511258
全家慶國店,225950170,台北市大同區重慶北路三段２７８之２號１樓,61468,25.072639,121.5135823
全家龍昌店,225919144,台北市大同區重慶北路三段３２７號１樓（如附圖）,59247,25.0744433,121.5140679
全家慶權店,225578978,台北市大同區重慶北路二段２６３號１樓,12707,25.0627427,121.5138427
全家福山店,225526380,台北市大同區長安西路２５號１樓全部,60511,25.0503304,121.519961
全家長慶店,225507756,台北市大同區長安西路２５８號１樓,57719,25.0516043,121.5133563
全家玉泉店,225522657,台北市大同區長安西路３４２號１樓,57525,25.0519359,121.5102772
全家福安店,225509755,台北市大同區長安西路５４號１樓,14437,25.0501431,121.5198762
全家酒泉店,225929575,臺北市大同區庫倫街４８之４號,50002,25.0718037,121.5180586
全家新橋店,225996171,臺北市大同區延平北路三段２５之３號,52078,25.06438,121.5112541
全家明曜店,227780326,台北市大安區仁愛路四段１５１巷３４號．３６號,11901,25.0405267,121.5516555
全家國泰店,227542056,台北市大安區仁愛路四段２６６巷１５弄１０號１樓,12742,25.0365427,121.5535193
全家吉泰店,227001566,台北市大安區仁愛路四段３００巷１１之１號,51421,25.0369724,121.5546715
全家仁慈店,227089002,台北市大安區仁愛路四段４８巷６號,10086,25.0371082,121.5470275
全家忠愛店,227314580,台北市大安區仁愛路４段２７巷４３號,14560,25.0410747,121.5452829
全家金信店,223587145,台北市大安區信義路二段１０４號１樓,55507,25.0338325,121.527538
全家義和店,227047661,台北市大安區信義路四段２６５巷８號,53348,25.0337519,121.5541698
全家義安店,227015844,台北市大安區信義路四段８８號（部分）,53796,25.0330241,121.5475804
全家義興店,227048404,台北市大安區信義路４段１之１０．１之１１號,14506,25.0335261,121.5441502
全家華視店,227310238,台北市大安區光復南路１１６巷２６號,14497,25.0429093,121.5565761
全家國父紀念館店,227755468,台北市大安區光復南路２９２號（範圍如附圖）,58222,25.0392336,121.557358
全家光新店,227849586,台北市大安區光復南路４１８號,11234,25.0365381,121.5573165
全家台師店,223682773,台北市大安區和平東路一段１６２號,56569,25.0256415,121.5270005
全家和茂店,227371408,台北市大安區和平東路三段５８號１樓,53269,25.024361,121.548167
全家和東店,227324425,台北市大安區和平東路二段１０２之３號１樓,11020,25.0249196,121.5417603
全家國立教育店,227325341,台北市大安區和平東路二段１３４號１樓,62801,25.0234536,121.5464801
全家和新店,283691009,台北市大安區和平東路二段２２號,11205,25.025621,121.536271
全家和復店,227540370,台北市大安區和平東路二段２６１號，２６３號,11572,25.0249481,121.5439412
全家成功店,227550428,台北市大安區和平東路二段３１１巷３２號,10552,25.0256433,121.5450559
全家台科店,227384936,台北市大安區基隆路４段４３號地下一樓第三餐廳,58658,25.0119407,121.5410802
全家大安店,227117896,台北市大安區大安路一段２０號,10076,25.0440921,121.5460856
全家和信店,227556391,台北市大安區安和路一段１０４號,56909,25.034158,121.552268
全家敦安店,227019097,台北市大安區安和路一段１１２巷２７號,10038,25.0340368,121.5503778
全家安富店,227755484,台北市大安區安和路一段４９巷１０號,58248,25.0384537,121.5517087
全家東方店,227039578,台北市大安區安和路二段１０巷１０號壹樓及地下室,50625,25.032496,121.5516969
全家樂和店,227329745,台北市大安區安和路二段１６９號,56351,25.0281922,121.5501796
全家安居店,227375452,台北市大安區安居街７６號,10121,25.0196611,121.5533299
全家師大店,223918196,台北市大安區師大路７９號,10051,25.0233969,121.5285941
全家延安二店,287717379,台北市大安區延吉街１３０號,53434,25.0401385,121.5547133
全家延孝店,227405319,台北市大安區延吉街１３５號之三，一樓,10564,25.0423395,121.554397
全家延安店,287716553,台北市大安區延吉街１５８號,11636,25.0395322,121.5548506
全家北科店,227762695,台北市大安區建國南路一段８１號,56573,25.0435178,121.537739
全家建國店,227540801,台北市大安區建國南路二段１５１巷３８號１樓,10823,25.028656,121.5392359
全家建南店,227318185,台北市大安區建國南路１段１５６，１５８號,14424,25.0411955,121.536824
全家興忠店,227419504,台北市大安區復興南路一段２００號,10258,25.0397231,121.5434452
全家興仁店,287732350,台北市大安區復興南路一段２１７號,11029,25.0390985,121.5439589
全家復豪店,227098606,台北市大安區復興南路一段３６２號,61762,25.035221,121.543307
全家興和店,227845780,台北市大安區復興南路二段１５３號,12065,25.0282649,121.5437837
全家興南店,227552227,台北市大安區復興南路二段８號及１０號,10197,25.0328736,121.5433475
全家復豐店,227555927,台北市大安區復興南路１段２５７號１樓,59160,25.034036,121.544113
全家懷生店,227763718,台北市大安區復興南路１段７０號,14559,25.034036,121.544113
全家正興店,227316936,台北市大安區忠孝東路三段２４８巷６號,59760,25.0412708,121.5411411
全家安勝店,227790263,台北市大安區忠孝東路四段１８１巷６號１樓,61447,25.0419442,121.5507046
全家統領店,227112125,台北市大安區忠孝東路四段１８１巷７弄２１號１樓部份,58020,25.0421803,121.5517587
全家延吉店,227412630,台北市大安區忠孝東路四段２１６巷３１號,10003,25.0395997,121.553054
全家昌隆店,287733114,台北市大安區忠孝東路３段２１７巷２弄１號１樓,16506,25.0437034,121.5398526
全家龍普店,287733622,台北市大安區忠孝東路４段１７０巷６弄２號,14423,25.0413024,121.5507892
全家忠孝光復店,227790255,台北市大安區忠孝東路４段３０２號１樓東側部分,60528,25.0411551,121.5563871
全家忠孝延吉店,227754165,台北市大安區忠孝東路４段３１５號１樓,60878,25.0416119,121.5559331
全家忠孝店,227780668,台北市大安區敦化南路一段１９０巷７號,52097,25.0427355,121.5482022
全家新遠企店,227323623,台北市大安區敦化南路二段２６１號,14201,25.0256108,121.5491738
全家敦鼎店,227018593,台北市大安區敦化南路二段７７號１樓右側空間,58876,25.0301126,121.5491676
全家敦新店,227057671,台北市大安區敦安里仁愛路四段１１２巷５號一樓,15882,25.0369716,121.5497423
全家通昌店,223256420,台北市大安區文昌街１４２號壹樓全部,54482,25.0324858,121.5532532
全家新生南路店,227035220,台北市大安區新生南路一段１６３號,10085,25.0343293,121.532988
全家大森店,227005349,台北市大安區新生南路一段１６５巷３５號,56790,25.0342136,121.5360515
全家台新店,223626210,台北市大安區新生南路三段８４之８號,11819,25.0188981,121.5334736
全家新北科店,227712202,台北市大安區新生南路１段１號光華樓１樓部分空間,59674,25.044019,121.533227
全家泰順店,223634365,台北市大安區泰順街２０號１樓（部分範圍）,59500,25.0252791,121.5314138
全家潮州店,223917239,台北市大安區潮州街８０號１樓,62990,25.0291353,121.5243668
全家濟南二店,287734589,台北市大安區濟南路３段７號,51735,25.0403001,121.5336487
全家瑞和店,227049888,台北市大安區瑞安街１３５巷２８號１樓,14503,25.0264997,121.5416741
全家羅騰店,223651801,台北市大安區羅斯福路三段２６９巷２號,54169,25.0189915,121.5306737
全家羅中店,223924175,台北市大安區羅斯福路二段１７號１Ｆ,10706,25.0281109,121.521944
全家台福店,283691892,台北市大安區羅斯福路四段１號腳踏車部部份空間,51140,25.0178915,121.5374454
全家台大楓林店,223675017,台北市大安區羅斯福路四段１號（女九餐廳）,57548,25.0147271,121.5348371
全家台大二活店,223661941,台北市大安區羅斯福路四段８５號（第二學生活動中心）,12701,25.0129394,121.536638
全家古亭店,223673372,台北市大安區羅斯福路２段１０３號,14431,25.0246795,121.5245431
全家台一宿舍店,223672617,台北市大安區羅斯福路４段１號台大大一女北側餐廳,60038,25.0153554,121.5346063
全家臨江店,227322438,台北市大安區臨江街２巷２號,57497,25.0293856,121.5568909
全家二繽店,227372960,台北市大安區辛亥路三段３３０號,55392,25.0135446,121.5530214
全家辛亥店,223778503,台北市大安區辛亥路二段１７１巷３號,10462,25.0219394,121.5412116
全家通和店,227331503,台北市大安區通安街７７號,14420,25.0303352,121.5533121
全家台興店,227324804,台北市大安區長興街５０號,55746,25.0158108,121.5453762
全家信美店,227544328,臺北市大安區信義路三段１３４巷２號壹樓＋地下室,19866,25.0330035,121.5392793
全家安賢店,227074252,臺北市大安區四維路１７０巷４號,50267,25.0281012,121.5478151
全家新敦民店,227111320,臺北市大安區敦化南路一段１６１巷７號,14983,25.0436398,121.5496954
全家仙岩店,286631305,台北市文山區仙岩路２號,10582,24.9982148,121.5478771
全家保儀店,229371061,台北市文山區保儀路７８號、８０號,59246,24.9875088,121.5685166
全家順輝店,229388216,台北市文山區光輝路７號,14381,24.9864334,121.5551008
全家大順店,222344799,台北市文山區忠順街一段１３１號,57245,24.9844421,121.5605191
全家鑫順店,229370174,台北市文山區忠順街二段１６號、１８號,51921,24.9845533,121.5626602
全家恆光店,229375738,台北市文山區恆光街２１號１樓,60498,24.9832186,121.566904
全家指南店,229376465,台北市文山區指南路三段５１號１樓及２樓,60586,24.9838229,121.5797009
全家政富店,286613075,台北市文山區指南路二段１４５號１樓,57249,24.987514,121.577126
全家興政店,286619335,台北市文山區指南路二段８３號壹＋貳樓,52233,24.9878667,121.5751829
全家景中店,229334768,台北市文山區景中街５號，七號一樓,10661,24.993073,121.541795
全家景後店,229342042,台北市文山區景後街９５號,55530,24.9919383,121.5429252
全家景文店,229303305,台北市文山區景文街８３號,10986,24.9911681,121.5414987
全家萬慶店,286631281,台北市文山區景福街２３０巷１號一樓,60805,24.9936163,121.5391892
全家景富店,289313890,台北市文山區景福街２５號,51236,24.9990019,121.5382083
全家世景店,286632846,台北市文山區景興路２８２巷２號壹樓,58298,24.9896579,121.5423235
全家新文華店,286633877,台北市文山區景華街３巷２號１樓及Ｂ１,52542,24.9951984,121.5416676
全家華德店,229356335,台北市文山區景華街７５號,16972,24.9953323,121.5454545
全家鑫木新店,229388551,台北市文山區木新路三段３４３號１樓,62612,24.9803476,121.5559761
全家欣榮店,222343591,台北市文山區木新路三段９３號,52904,24.9821107,121.5630622
全家試院店,222369520,台北市文山區木柵路一段９１號９３號一樓,12966,24.9871459,121.547387
全家木柵路店,229362952,台北市文山區木柵路三段１４８號１５０號,10013,24.988804,121.568612
全家明興店,286618412,台北市文山區木柵路２段１０９巷２５弄２號．２－１號,16279,24.990029,121.562951
全家木興店,222348419,台北市文山區木柵路２段５２號,14507,24.9886001,121.5588734
全家師美店,229322856,台北市文山區汀州路４段７７號,14502,25.0080777,121.5375578
全家萬和店,286636168,台北市文山區羅斯福路五段２１８巷３８弄２號１樓,12870,25.0021667,121.5369143
全家萬福店,229315696,台北市文山區羅斯福路五段２６９巷１１號,57119,25.0013605,121.5401754
全家羅和店,229352655,台北市文山區羅斯福路六段１４６－１號,56570,24.9956891,121.5410883
全家景和店,289319847,台北市文山區羅斯福路六段２７４號,11705,24.9914396,121.539907
全家興園店,229334696,台北市文山區興業里興隆路二段２２０巷３３號,10692,25.0004156,121.5522651
全家景興店,229304049,台北市文山區興隆路一段２４９號１樓,10770,24.999615,121.544179
全家萬芳店,229348650,台北市文山區興隆路三段１１２巷２弄１號１樓,62061,24.9988753,121.5570226
全家中科大店,229333950,台北市文山區興隆路三段３６巷９弄１０號,56916,24.9997571,121.5555694
全家興業店,286635963,台北市文山區興隆路二段２７９號,10731,25.0016911,121.552673
全家靜興店,229356712,台北市文山區興隆路二段７５號壹樓,54857,24.9992633,121.5465804
全家文山公宅店,286619874,台北市文山區興隆路四段１０５巷４２號木柵大樓１樓,59499,24.9876173,121.5620305
全家興崙店,229397480,台北市文山區興隆路四段５０之１號,11823,24.9864951,121.5608099
全家再興店,222302780,台北市文山區興隆路３段２０７巷１１弄２號,14498,24.9949639,121.561556
全家興萬店,282301508,台北市文山區萬安街２９號一樓,60351,25.0007361,121.5707412
全家興昌店,229357810,台北市文山區辛亥路４段１０１巷１號,14172,25.006621,121.55902
全家名門店,222301700,臺北市文山區和平東路四段９５、９７號１樓,10480,25.0052007,121.5678822
全家新福興店,229301491,臺北市文山區福興路６５號,50509,25.003632,121.5499189
全家萬興店,229304220,臺北市文山區興隆路一段５５巷２７弄１－４號,19475,25.0042038,121.5413255
全家京萬店,225464886,台北市南京東路三段３３３號,62776,25.0520388,121.5474591
全家三富店,227677510,台北市松山區三民路１４８號,18798,25.0610803,121.5633311
全家京民店,227422080,台北市松山區三民路６號＋Ｂ１,52667,25.0521035,121.5639817
全家慶城店,225464461,台北市松山區中正里慶城街８號,12710,25.052626,121.544857
全家常興店,225464600,台北市松山區五常街３６４號１樓,16377,25.0642512,121.5449088
全家康柏店,227604612,台北市松山區健康路２２０號,19308,25.0538007,121.5614413
全家民康店,227457090,台北市松山區健康路２８５號１樓,57248,25.054313,121.563995
全家大理店,227473064,台北市松山區光復北路１１巷５０號１樓,10572,25.0498405,121.5600167
全家新德光店,225780506,台北市松山區光復南路３２巷４６－４號,53740,25.0461876,121.5543059
全家台發店,225781936,台北市松山區八德路三段３０號壹樓（如附圖）,58139,25.0480786,121.551529
全家中發店,225793662,台北市松山區八德路三段７４巷１０號１．２樓如附圖,58851,25.047775,121.5524808
全家復盛店,227619127,台北市松山區八德路四段４０號．４２號,14193,25.0482148,121.5592213
全家寶清店,227532857,台北市松山區八德路四段５９８號１樓,12465,25.0497121,121.5727214
全家松慈店,227466249,台北市松山區八德路四段６７６號,60556,25.0499063,121.5763166
全家力晶店,227213487,台北市松山區南京東路三段２５８號,16737,25.0515859,121.5448389
全家新東光店,237652819,台北市松山區南京東路五段１２３巷１號１樓,54918,25.0519529,121.5606984
全家京吉店,227478279,台北市松山區南京東路五段１８０號,55678,25.0510431,121.5634683
全家新東寶店,227605928,台北市松山區南京東路五段２９１巷１４號,53920,25.0523095,121.5660664
全家大盛店,227650089,台北市松山區南京東路五段６６巷２弄１之１號１樓,11464,25.0508091,121.5604933
全家新健康店,225462607,台北市松山區南京東路四段１３３巷９弄２號,52235,25.0532357,121.5552486
全家京兆店,227121962,台北市松山區南京東路四段１３７號壹樓,62679,25.0518323,121.5553266
全家京鑽店,225460775,台北市松山區南京東路四段４７號壹樓,57769,25.0519256,121.5508247
全家京盛店,225795737,台北市松山區南京東路四段５６－１號１樓,55030,25.051479,121.553727
全家新大吉店,227489223,台北市松山區吉祥路１９號,53561,25.0493777,121.5627064
全家微風店,287719880,台北市松山區市民大道四段５１號１樓,12002,25.0453402,121.546099
全家長城店,227176687,台北市松山區敦化北路１２０巷８０號,14267,25.0543735,121.5462734
全家宏勝店,225455887,台北市松山區敦化北路１５３號１樓,60647,25.0541054,121.5494742
全家宏大店,227183704,台北市松山區敦化北路１５５巷３號１樓,10576,25.0541633,121.5497368
全家敦中店,287716763,台北市松山區敦化北路４巷１號,51718,25.0500679,121.547364
全家新東店,227653580,台北市松山區新東街１４號,10989,25.0578474,121.5662001
全家富錦店,227455196,台北市松山區新益里富錦街５２９號一樓,15722,25.0612808,121.5654539
全家松醫店,227600199,台北市松山區東光里健康路１５８號,12121,25.053378,121.55785
全家興北店,227150977,台北市松山區民權東路三段１０３巷１５—１號,11539,25.0635244,121.5450716
全家復北店,225468878,台北市松山區民權東路三段１０４號壹樓及地下室,58478,25.0618164,121.5448359
全家新民有店,287129937,台北市松山區民權東路三段１６０巷１１號,52774,25.0606677,121.5478006
全家豐華店,227123226,台北市松山區民生東路三段１１３巷６弄１號一樓,16991,25.0586579,121.5460327
全家豐禾店,227126702,台北市松山區民生東路三段１３０巷５弄２號,10142,25.0569252,121.5463277
全家豐興店,225471001,台北市松山區民生東路三段１３０巷５弄２２號,11417,25.0569233,121.5471293
全家松民店,237652608,台北市松山區民生東路五段１５９號,56542,25.0591144,121.5624961
全家昇東店,227491649,台北市松山區民生東路五段１９７號,52234,25.0593693,121.566196
全家富泰店,227460211,台北市松山區民生東路五段２０４－３號一樓,60127,25.0582051,121.564772
全家東豐店,227612771,台北市松山區民生東路五段３７號,54527,25.0585487,121.5568944
全家鑫民復店,225473532,台北市松山區民生東路四段８０巷１弄２號,62442,25.057548,121.5531171
全家中央店,225460351,台北市松山區民生東路四段９５號,10260,25.0582031,121.5519872
全家松壽店,227474015,台北市松山區自強里延壽街３３０巷７弄２２號一樓,15776,25.0552597,121.5618412
全家長復店,227500001,台北市松山區長安東路二段２１９號,14281,25.0482805,121.5449043
全家鑫德店,287717609,臺北市松山區八德路二段４００號,51699,25.0480204,121.5466491
全家塔悠店,227420973,臺北市松山區延壽街２號一樓,18829,25.0572014,121.5690567
全家長泰店,223034841,台北市萬華區壽德里長泰街２號２之１號一樓,15541,25.0231497,121.5014236
全家新富民店,223070071,台北市萬華區富民路９１巷８號１樓,55943,25.0189877,121.4992297
全家寶元店,223099925,台北市萬華區寶興街４０號,14195,25.0272176,121.4932876
全家寶興店,223013308,台北市萬華區寶興街７８號,10056,25.026091,121.4942159
全家萬國店,223894642,台北市萬華區峨眉街２１號１樓,10602,25.04353,121.507437
全家新峨嵋店,223711411,台北市萬華區峨眉街８２號１樓,52625,25.044116,121.504065
全家康華店,223027338,台北市萬華區康定路２２９號１樓,58618,25.0353773,121.5013574
全家康勝店,223821077,台北市萬華區康定路６０號１樓,56682,25.0425399,121.5022114
全家康定店,223899260,台北市萬華區康定路７３號,10720,25.0406509,121.5022119
全家康陽店,223812716,台北市萬華區康定路９９號,55851,25.039647,121.5020354
全家龍廣店,223026434,台北市萬華區廣州街２０３號１．２樓,57328,25.0367317,121.5003595
全家新廣州店,223027354,台北市萬華區廣州街２３５－１號,54858,25.0368372,121.4986134
全家和西店,223080749,台北市萬華區愛鄉里和平西路三段２９０之５號、２９０,16064,25.0352563,121.4947867
全家鑫都店,223885903,台北市萬華區成都路７１號１樓,59036,25.042955,121.50561
全家成都店,223758507,台北市萬華區昆明街１３４號；成都路８６號,12553,25.0427821,121.5046866
全家廣明店,223115442,台北市萬華區昆明街１７３號１樓,59958,25.0398411,121.5043309
全家昆明店,223705910,台北市萬華區昆明街１８６號１樓,12491,25.0414219,121.5044101
全家萬東店,223077891,台北市萬華區東園街１７４號１樓,54170,25.0223591,121.4980207
全家鑫吉利店,223378557,台北市萬華區東園街２８巷３４號,56130,25.0268498,121.4950732
全家東園店,223327420,台北市萬華區東園街６９號,10211,25.0260297,121.4965415
全家桂林店,223318161,台北市萬華區桂林路２３號１樓,52446,25.0379576,121.5050848
全家民和店,223039216,台北市萬華區民和街９號１樓,54559,25.0262658,121.4998873
全家漢中店,223141275,台北市萬華區漢中街１３９號１樓,14443,25.041721,121.5073529
全家萬中店,223887636,台北市萬華區漢口街二段２２號,55246,25.0452873,121.5079625
全家萬明店,223119635,台北市萬華區漢口街二段６７之２號１樓,57790,25.0460827,121.5054825
全家綠堤店,223041210,台北市萬華區環河南路二段１７３號,16464,25.0328837,121.4923968
全家環南店,223026891,台北市萬華區環河南路二段２９８號,10899,25.031562,121.49071
全家園寶店,223035528,台北市萬華區興義街５１號１樓,63651,25.0263505,121.4915592
全家新武成店,223326103,台北市萬華區萬大路４８６巷５９弄１號１樓,55945,25.0203995,121.4959238
全家萬大店,223040610,台北市萬華區萬大路６４號１樓,58487,25.0310196,121.5003898
全家萬園店,223040410,台北市萬華區西園路一段１５９號壹樓,55429,25.0349993,121.4994685
全家萬年店,223883343,台北市萬華區西寧南路１５５號１樓,12307,25.0435309,121.506284
全家西寧南路店,225469055,台北市萬華區西寧南路３１－１號,62613,25.047809,121.507602
全家貴陽店,223891854,台北市萬華區貴陽街二段１８２號，１８４號,11362,25.0401147,121.5005795
全家日祥店,223331039,台北市萬華區青年路１５４號、１６８巷２弄１４號１樓,12867,25.0211159,121.5023553
全家公園店,223051904,台北市萬華區青年路４８號,10329,25.0255502,121.5040744
全家金園店,223083402,臺北市萬華區西園路二段１４０巷４２號,51480,25.0313233,121.4951687
全家新青年店,223331983,臺北市萬華區青年路６號,50578,25.0262047,121.5061913
全家三峽金寶店,286714922,新北市三峽區中山路２４０號,10995,24.9375125,121.3624212
全家三峽新莉雅店,226741580,新北市三峽區二鬮路５９之１號１樓,52793,24.9076856,121.359866
全家三峽新介壽店,286766209,新北市三峽區介壽路三段１７６號１樓,53562,24.9441264,121.4029249
全家三峽大同店,286742229,新北市三峽區光明路１００之６號,10895,24.9280838,121.3757809
全家三峽光明店,226749014,新北市三峽區光明路６號，８號１樓,10768,24.931236,121.3730727
全家三峽錦隆店,286717821,新北市三峽區國光街１號１樓,50359,24.9367013,121.3755477
全家三峽國寧店,286721143,新北市三峽區國學街３１．３３號,14403,24.9423229,121.3728173
全家三峽金同店,286721784,新北市三峽區大同路１９６之１號１樓,50626,24.92715,121.371242
全家三峽同發店,286714604,新北市三峽區大同路３－１號１樓及地下層全部,18655,24.9290168,121.377809
全家三峽福容店,226728452,新北市三峽區大學路８１號１樓,51468,24.9414737,121.375873
全家三峽大德店,235012620,新北市三峽區大德路４８３號１樓,50095,24.9476099,121.3742664
全家三峽觀成店,286723040,新北市三峽區大觀路８０號１樓,14525,24.9462616,121.3741416
全家三峽大學店,286721732,新北市三峽區學勤路１號１樓,60626,24.9458169,121.3732657
全家三峽學勝店,286716146,新北市三峽區學勤路１６２號１樓,52934,24.9460864,121.3754344
全家三峽和平店,226735218,新北市三峽區復興路１５７號１樓,18878,24.9382919,121.370761
全家三峽恩主店,226714305,新北市三峽區復興路３７３、３７５號１樓,12763,24.9385003,121.3634006
全家三峽復興店,226714174,新北市三峽區復興路５６號１樓,15372,24.937178,121.3735439
全家三峽文化店,226728908,新北市三峽區文化路１１７號１樓,15242,24.9360247,121.3700792
全家三峽大勇店,226734590,新北市三峽區文化路２５４號１樓,52576,24.9359345,121.367134
全家三峽民權店,286711532,新北市三峽區民權街２３１號１樓,51422,24.9279987,121.3679283
全家三峽峇里店,226736076,新北市三峽區鳶山里中山路３０３號一樓,16018,24.9376461,121.3612761
全家三峽三樹店,226739736,新北市三峽區龍埔里三樹路２５７號２５９號一樓,15621,24.9431788,121.3790432
全家三芝如意店,226368526,新北市三芝區中山路一段７５號,63410,25.2569911,121.5010618
全家三芝吉祥店,226361917,新北市三芝區淡金路一段７３，７５，７７號,11514,25.2586776,121.5020751
全家三重厚德店,229815241,新北市三重區三和路三段１８６號１樓,54038,25.073508,121.4920369
全家三重三安店,229819584,新北市三重區三和路三段４０號,53155,25.0706062,121.4961137
