Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3,Predicted_X,Predicted_Y
20240301,61338,全家金天玉店,351028.839,2779493.439,10,0,86400,600,3,1800,1800,1800,349182.46875,2772497.0
20240301,61289,全家仰德大樓店,350492.826,2775314.703,10,0,86400,600,3,1800,1800,1800,347989.625,2773199.5
20240301,10690,全家福港店,349694.84,2775442.398,10,0,86400,600,3,1800,1800,1800,349525.75,2779781.0
20240301,14445,全家芝玉店,351709.691,2778434.15,10,0,86400,600,3,1800,1800,1800,346543.21875,2773492.25
20240301,62320,全家新天地店,349675.894,2775877.06,10,0,86400,600,3,1800,1800,1800,349670.1875,2773136.0
20240301,19229,全家天山店,351343.338,2779226.9,10,0,86400,600,3,1800,1800,1800,347639.0625,2772187.25
