Date,Number,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3,Predicted_X,Predicted_Y
20240301,54985,全家天強店,350495.214,2778074.109,10,0,86400,600,3,1800,1800,1800,349722.15625,2777568.75
20240301,18702,全家士林店,350645.308,2776813.275,10,0,86400,600,3,1800,1800,1800,346893.03125,2773611.25
20240301,14157,全家大港店,350068.002,2775404.37,10,0,86400,600,3,1800,1800,1800,348353.8125,2774714.0
20240301,57575,全家新士誠店,350834.94,2778401.388,10,0,86400,600,3,1800,1800,1800,348002.65625,2776737.75
20240301,10923,全家大南店,350414.713,2775907.32,10,0,86400,600,3,1800,1800,1800,349390.5,2775571.0
