Date,Route Index,Store Order
0427,1,林口ＤＣ
0427,1,新天地店
0427,1,百齡店
0427,1,福港店
0427,1,和豐店
0427,1,通河店
0427,1,大港店
0427,1,華港店
0427,1,基河店
0427,1,士商店
0427,1,新光醫院店
0427,1,新陽明店
0427,1,大北店
0427,1,文鑫店
0427,1,大東店
0427,1,大南店
0427,1,福林店
0427,1,美崙店
0427,1,士林店
0427,1,明德店
0427,1,新自強店
0427,1,榮光店
0427,1,新實店
0427,1,尊賢店
0427,1,唭哩店
0427,1,華儷店
0427,1,立賢店
0427,2,林口ＤＣ
0427,2,瑞芳ＤＣ
0427,2,汐止農會店
0427,2,汐止車站店
0427,2,汐止建泰店
0427,2,汐止建安店
0427,2,汐止鄉長店
0427,2,汐止大同店
0427,2,汐止摩天店
0427,2,七堵長安店
0427,2,七堵新明德店
0427,2,七堵泰安店
0427,2,七堵東新店
0427,2,七堵自治店
0427,2,七堵大興店
0427,2,七堵永富店
0427,2,基隆暖東店
0427,2,基隆暖盛店
0427,2,基隆暖鑫店
0427,2,八堵車站店
0427,2,七堵工明店
0427,2,基隆百福店
0427,2,汐止保興店
0427,2,汐止和平店
0427,2,汐止宏國店
0427,2,汐止智興店
0427,3,名門店
0427,3,興萬店
0427,3,興昌店
0427,3,中科大店
0427,3,再興店
0427,3,明興店
0427,3,文山公宅店
0427,3,保儀店
0427,3,鑫順店
0427,3,欣榮店
0427,3,恆光店
0427,3,興政店
0427,3,政富店
0427,3,指南店
0427,3,木柵路店
0427,3,木興店
0427,3,興崙店
0427,3,順輝店
0427,3,興業店
0427,3,新福興店
0427,3,景興店
0427,3,萬福店
0427,3,萬興店
0427,3,瑞芳ＤＣ
