Date,Route Index,Store Order
0429,1,瑞芳ＤＣ
0429,1,汐止龍安店
0429,1,汐止連新店
0429,1,汐止桂冠店
0429,1,汐止莊敬店
0429,1,汐止興莊店
0429,1,汐止青山店
0429,1,汐止福全店
0429,1,汐止秀峰店
0429,1,汐止新忠孝店
0429,1,汐止站前店
0429,1,汐止橋東店
0429,1,汐止新興店
0429,1,汐止興萬店
0429,1,汐止祥雲店
0429,2,建鑫店
0429,2,信安店
0429,2,新信德店
0429,2,松永店
0429,2,海華店
0429,2,忠信店
0429,2,忠林店
0429,2,忠美店
0429,2,永林店
0429,2,欣富台店
0429,2,永孝店
0429,2,永吉二店
0429,2,瑞芳ＤＣ
0429,3,汐止鄉長店
0429,3,汐止和平店
0429,3,汐止車站店
0429,3,汐止建泰店
0429,3,汐止大同店
0429,3,汐止經貿店
0429,3,七堵長安店
0429,3,七堵新明德店
0429,3,七堵泰安店
0429,3,七堵東新店
0429,3,七堵自治店
0429,3,七堵大興店
0429,3,七堵永富店
0429,3,基隆暖東店
0429,3,基隆暖盛店
0429,3,基隆暖鑫店
0429,3,八堵車站店
0429,3,七堵工明店
0429,3,基隆百福店
0429,3,汐止摩天店
0429,3,汐止保興店
0429,3,汐止農會店
0429,3,汐止宏國店
0429,3,汐止智興店
0429,3,瑞芳ＤＣ
0429,4,明興店
0429,4,木興店
0429,4,名門店
0429,4,興萬店
0429,4,興昌店
0429,4,中科大店
0429,4,再興店
0429,4,文山公宅店
0429,4,保儀店
0429,4,鑫順店
0429,4,欣榮店
0429,4,恆光店
0429,4,興政店
0429,4,政富店
0429,4,指南店
0429,4,木柵路店
0429,4,興崙店
0429,4,順輝店
0429,4,興業店
0429,4,新福興店
0429,4,景興店
0429,4,萬福店
0429,4,萬興店
0429,4,瑞芳ＤＣ
