Date,Route Index,Store Order
0418,1,瑞芳ＤＣ
0418,1,新遠雄二店
0418,1,汐止新遠雄店
0418,1,汐止東科店
0418,1,汐止連新店
0418,1,汐止龍安店
0418,1,汐止青山店
0418,1,汐止莊敬店
0418,1,汐止桂冠店
0418,1,汐止興莊店
0418,1,汐止福全店
0418,1,汐止秀峰店
0418,1,汐止新忠孝店
0418,1,汐止橋東店
0418,1,汐止站前店
0418,1,汐止新興店
0418,1,汐止興龍店
0418,1,汐止興萬店
0418,1,汐止祥雲店
0418,1,汐止伯爵店
0418,1,汐止日月光店
0418,1,汐止東城店
0418,1,汐止湖前店
0418,1,汐止新水蓮店
0418,1,汐止鑫峰店
0418,1,汐止金龍店
0418,2,瑞芳ＤＣ
0418,2,二繽店
0418,2,安居店
0418,2,六張黎店
0418,2,崇德店
0418,2,財盛店
0418,2,臨江店
0418,2,通和店
0418,2,成功店
0418,2,和復店
0418,2,和東店
0418,2,和新店
0418,2,泰順店
0418,2,辛亥店
0418,2,和茂店
0418,2,台新店
0418,2,師大店
0418,2,台師店
0418,2,古亭店
0418,2,羅中店
0418,2,潮州店
