Date,Route Index,Store Order
0426,1,林口ＤＣ
0426,1,新天地店
0426,1,百齡店
0426,1,福港店
0426,1,大港店
0426,1,和豐店
0426,1,通河店
0426,1,華港店
0426,1,基河店
0426,1,士商店
0426,1,新光醫院店
0426,1,新陽明店
0426,1,文鑫店
0426,1,大東店
0426,1,大南店
0426,1,大北店
0426,1,福林店
0426,1,美崙店
0426,1,士林店
0426,1,明德店
0426,1,新自強店
0426,1,榮光店
0426,1,新實店
0426,1,尊賢店
0426,1,唭哩店
0426,1,華儷店
0426,1,立賢店
0426,2,林口ＤＣ
0426,2,瑞芳ＤＣ
0426,2,汐止新遠雄店
0426,2,新遠雄二店
0426,2,汐止東科店
0426,2,汐止連新店
0426,2,汐止龍安店
0426,2,汐止青山店
0426,2,汐止興莊店
0426,2,汐止莊敬店
0426,2,汐止桂冠店
0426,2,汐止福全店
0426,2,汐止秀峰店
0426,2,汐止新忠孝店
0426,2,汐止站前店
0426,2,汐止橋東店
0426,2,汐止新興店
0426,2,汐止興龍店
0426,2,汐止興萬店
0426,2,汐止祥雲店
0426,2,汐止伯爵店
0426,2,汐止日月光店
0426,2,汐止湖前店
0426,2,汐止東城店
0426,2,汐止新水蓮店
0426,2,汐止鑫峰店
0426,2,汐止金龍店
0426,3,二繽店
0426,3,安居店
0426,3,六張黎店
0426,3,崇德店
0426,3,財盛店
0426,3,臨江店
0426,3,通和店
0426,3,成功店
0426,3,和復店
0426,3,和東店
0426,3,和新店
0426,3,泰順店
0426,3,辛亥店
0426,3,和茂店
0426,3,台興店
0426,3,台科店
0426,3,台大二活店
0426,3,台一宿舍店
0426,3,台福店
0426,3,台大楓林店
0426,3,台新店
0426,3,羅騰店
0426,3,師大店
0426,3,台師店
0426,3,古亭店
0426,3,羅中店
0426,3,潮州店
0426,3,瑞芳ＤＣ
0426,4,瑞芳ＤＣ
0426,4,林口ＤＣ
0426,4,泰山新輔醫店
0426,4,新莊新泰店
0426,4,新莊新園寧店
0426,4,新莊華運店
0426,4,新莊華寧店
0426,4,新莊中港店
0426,4,新莊新和港店
0426,4,新莊和運店
0426,4,新莊中永店
0426,4,新莊狀元店
0426,4,新莊新中平店
0426,4,新莊中悅店
0426,4,新莊立信店
0426,4,新莊新幸福店
0426,4,新莊中環店
0426,4,新莊副都店
0426,4,新莊中央店
0426,4,新莊城邦店
0426,4,新莊北醫店
0426,4,新莊五工店
0426,4,新莊新工店
0426,4,五股五權店
