Date,Route Index,Store Order
0402,1,林口ＤＣ
0402,1,松國店
0402,1,權勝店
0402,1,新吉林店
0402,1,雙林店
0402,1,新晴店
0402,1,雙城店
0402,1,金磚店
0402,1,新德城店
0402,1,錦民店
0402,1,民佳店
0402,1,農安店
0402,1,德林店
0402,1,德惠店
0402,1,新稻江店
0402,1,錦原店
0402,1,錦江店
0402,1,新吉原店
0402,1,欣欣店
0402,1,京江店
0402,1,松平店
0402,1,松茂店
0402,1,松京店
0402,1,京貿店
0402,1,瑞芳ＤＣ
0402,2,汐止新遠雄店
0402,2,汐止東科店
0402,2,汐止連新店
0402,2,汐止青山店
0402,2,汐止興莊店
0402,2,汐止莊敬店
0402,2,汐止桂冠店
0402,2,汐止福全店
0402,2,汐止秀峰店
0402,2,汐止新忠孝店
0402,2,汐止站前店
0402,2,汐止橋東店
0402,2,汐止新興店
0402,2,汐止興龍店
0402,2,汐止龍安店
0402,2,新遠雄二店
0402,2,汐止興萬店
0402,2,汐止祥雲店
0402,2,汐止伯爵店
0402,2,汐止日月光店
0402,2,汐止東城店
0402,2,汐止湖前店
0402,2,汐止新水蓮店
0402,2,汐止鑫峰店
0402,2,汐止金龍店
0402,2,瑞芳ＤＣ
0402,3,二繽店
0402,3,安居店
0402,3,六張黎店
0402,3,崇德店
0402,3,財盛店
0402,3,臨江店
0402,3,通和店
0402,3,成功店
0402,3,和復店
0402,3,和東店
0402,3,和新店
0402,3,泰順店
0402,3,辛亥店
0402,3,和茂店
0402,3,羅騰店
0402,3,台新店
0402,3,師大店
0402,3,台師店
0402,3,古亭店
0402,3,羅中店
0402,3,潮州店
0402,3,瑞芳ＤＣ
