Date,Route Index,Store Order
0303,1,行善店
0303,1,行善公宅店
0303,1,民善店
0303,1,行美店
0303,1,新成鑫店
0303,1,協和店
0303,1,港福店
0303,1,新昆陽店
0303,1,港成店
0303,1,小彎公宅店
0303,1,向陽店
0303,1,中視店
0303,1,南港公宅店
0303,1,興華店
0303,1,重陽店
0303,1,瑞芳ＤＣ
0303,2,瑞芳ＤＣ
0303,2,東安店
0303,2,汐止鑫湖店
0303,2,康福店
0303,2,湖東店
0303,2,新內湖店
0303,2,湖興店
0303,2,三民店
0303,2,德陽店
0303,2,瑞陽店
0303,2,汐止興中店
0303,2,汐止長虹店
0303,2,汐止福德店
0303,2,汐止福旺店
0303,2,汐止新樹店
0303,2,汐止樟福店
0303,2,汐止樟中店
0303,3,國立教育店
0303,3,敦安店
0303,3,和信店
0303,3,義和店
0303,3,光復南路店
0303,3,國父紀念館店
0303,3,忠孝光復店
0303,3,光新店
0303,3,吉泰店
0303,3,國泰店
0303,3,新貿店
0303,3,忠信店
0303,3,大道店
0303,3,協和店
0303,3,新成鑫店
0303,3,欣松春店
0303,3,厚雅店
0303,3,永隆店
0303,3,新忠隆店
0303,3,聯合店
0303,3,瑞芳ＤＣ
0303,4,建南店
0303,4,濟南二店
0303,4,新北科店
0303,4,北科店
0303,4,昌隆店
0303,4,懷生店
0303,4,興忠店
0303,4,正興店
0303,4,金信店
0303,4,新生南路店
0303,4,大森店
0303,4,信美店
0303,4,義興店
0303,4,復豪店
0303,4,復豐店
0303,4,興仁店
0303,4,興南店
0303,4,建國店
0303,4,瑞和店
0303,4,興和店
0303,4,義安店
0303,4,安賢店
0303,4,新遠企店
0303,4,樂和店
0303,4,敦鼎店
0303,4,東方店
0303,4,通昌店
0303,4,瑞芳ＤＣ
