Date,Route Index,Store Order
0318,1,新店鑫泉店
0318,1,新店福民店
0318,1,新店鑫民店
0318,1,新店中華店
0318,1,新店正民店
0318,1,新店健民店
0318,1,新店新民族店
0318,1,新店民德店
0318,1,新店忠誠店
0318,1,新店涵碧店
0318,1,新店永業店
0318,1,新店站前店
0318,1,新店鑫碧潭店
0318,1,新店北宜店
0318,1,新店長春店
0318,1,新店美譚店
0318,1,新店新陽店
0318,1,新店龜山店
0318,1,烏來烏萊店
0318,1,瑞芳ＤＣ
0318,2,松創店
0318,2,逸鑫店
0318,2,台北１０１店
0318,2,建鑫店
0318,2,松仁店
0318,2,新安興店
0318,2,祥和店
0318,2,挹翠店
0318,2,盛興店
0318,2,莊敬店
0318,2,北醫店
0318,2,莊新店
0318,2,景聯店
0318,2,富興店
0318,2,三興店
0318,2,復昌店
0318,2,新信德店
0318,2,松友店
0318,2,松永店
0318,2,瑞芳ＤＣ
0318,3,萬芳店
0318,3,興園店
0318,3,仙岩店
0318,3,靜興店
0318,3,華德店
0318,3,新文華店
0318,3,羅和店
0318,3,萬和店
0318,3,師美店
0318,3,萬慶店
0318,3,深坑北福店
0318,3,深坑北深店
0318,3,深坑埔新店
0318,3,深坑昇高店
0318,3,深坑紅葉店
0318,3,石碇國道店
0318,3,坪林順益店
0318,3,石碇雙溪店
0318,3,平溪平安店
0318,3,平溪十分店
0318,3,瑞芳ＤＣ
