Date,Route Index,Store Order
0327,1,瑞芳ＤＣ
0327,1,舊宗店
0327,1,南港車站店
0327,1,南港生技店
0327,1,港忠店
0327,1,中研店
0327,1,研究院店
0327,1,國興店
0327,1,胡適店
0327,1,汐止鑫宜興店
0327,1,新莊研店
0327,1,富康店
0327,1,汐止力行店
0327,1,汐止橫科店
0327,2,大森店
0327,2,興南店
0327,2,興和店
0327,2,義安店
0327,2,義興店
0327,2,復豐店
0327,2,懷生店
0327,2,正興店
0327,2,濟南二店
0327,2,新北科店
0327,2,北科店
0327,2,昌隆店
0327,2,瑞芳ＤＣ
0327,3,瑞芳ＤＣ
0327,3,林口ＤＣ
0327,3,泰山新輔醫店
0327,3,新莊新泰店
0327,3,新莊新園寧店
0327,3,新莊華運店
0327,3,新莊華寧店
0327,3,新莊中港店
0327,3,新莊新和港店
0327,3,新莊和運店
0327,3,新莊中永店
0327,3,新莊新幸福店
0327,3,新莊狀元店
0327,3,新莊新中平店
0327,3,新莊中悅店
0327,3,新莊忠承店
0327,3,新莊中環店
0327,3,新莊副都店
0327,3,新莊中央店
0327,3,新莊城邦店
0327,3,新莊北醫店
0327,3,新莊五工店
0327,3,新莊新工店
0327,3,五股五權店
