Date,Route Index,Store Order
0317,1,行善公宅店
0317,1,民善店
0317,1,行美店
0317,1,新成鑫店
0317,1,協和店
0317,1,港福店
0317,1,新昆陽店
0317,1,港成店
0317,1,小彎公宅店
0317,1,向陽店
0317,1,重陽店
0317,1,中視店
0317,1,南港公宅店
0317,1,興華店
0317,1,瑞芳ＤＣ
0317,2,瑞芳ＤＣ
0317,2,松創店
0317,2,逸鑫店
0317,2,台北１０１店
0317,2,建鑫店
0317,2,松仁店
0317,2,新安興店
0317,2,祥和店
0317,2,挹翠店
0317,2,盛興店
0317,2,莊敬店
0317,2,北醫店
0317,2,莊新店
0317,2,富興店
0317,2,景聯店
0317,2,三興店
0317,2,復昌店
0317,2,新信德店
0317,2,松友店
0317,2,松永店
0317,3,萬芳店
0317,3,興園店
0317,3,仙岩店
0317,3,靜興店
0317,3,華德店
0317,3,新文華店
0317,3,羅和店
0317,3,萬和店
0317,3,師美店
0317,3,萬慶店
0317,3,深坑北福店
0317,3,深坑北深店
0317,3,深坑埔新店
0317,3,深坑昇高店
0317,3,深坑紅葉店
0317,3,石碇國道店
0317,3,坪林順益店
0317,3,石碇雙溪店
0317,3,平溪平安店
0317,3,平溪十分店
0317,3,瑞芳ＤＣ
