Date,Route Index,Store Order
0320,1,瑞芳ＤＣ
0320,1,汐止龍安店
0320,1,汐止連新店
0320,1,汐止桂冠店
0320,1,昇東店
0320,1,富錦店
0320,1,三富店
0320,1,松民店
0320,1,新德光店
0320,1,復盛店
0320,1,新大吉店
0320,2,新遠雄二店
0320,2,汐止新遠雄店
0320,2,汐止東科店
0320,2,汐止連新店
0320,2,汐止興龍店
0320,2,汐止青山店
0320,2,汐止興莊店
0320,2,汐止莊敬店
0320,2,汐止桂冠店
0320,2,汐止福全店
0320,2,汐止秀峰店
0320,2,汐止新忠孝店
0320,2,汐止站前店
0320,2,汐止橋東店
0320,2,汐止新興店
0320,2,汐止龍安店
0320,2,汐止興萬店
0320,2,汐止祥雲店
0320,2,汐止伯爵店
0320,2,汐止日月光店
0320,2,汐止東城店
0320,2,汐止湖前店
0320,2,汐止新水蓮店
0320,2,汐止鑫峰店
0320,2,汐止金龍店
0320,2,瑞芳ＤＣ
0320,3,和新店
0320,3,泰順店
0320,3,和東店
0320,3,辛亥店
0320,3,和復店
0320,3,成功店
0320,3,和茂店
0320,3,台興店
0320,3,台科店
0320,3,台大二活店
0320,3,台一宿舍店
0320,3,台福店
0320,3,台大楓林店
0320,3,羅騰店
0320,3,台新店
0320,3,師大店
0320,3,台師店
0320,3,古亭店
0320,3,羅中店
0320,3,潮州店
0320,3,瑞芳ＤＣ
