Date,Route Index,Store Order
0312,1,權勝店
0312,1,雙林店
0312,1,新晴店
0312,1,雙城店
0312,1,金磚店
0312,1,新德城店
0312,1,錦民店
0312,1,民佳店
0312,1,農安店
0312,1,松國店
0312,1,德林店
0312,1,德惠店
0312,1,新稻江店
0312,1,新吉林店
0312,1,錦原店
0312,1,錦江店
0312,1,新吉原店
0312,1,欣欣店
0312,1,松京店
0312,1,松茂店
0312,1,松平店
0312,1,京江店
0312,1,京貿店
0312,1,林口ＤＣ
0312,2,林口ＤＣ
0312,2,瑞芳ＤＣ
0312,2,汐止新遠雄店
0312,2,汐止東科店
0312,2,汐止連新店
0312,2,汐止莊敬店
0312,2,汐止桂冠店
0312,2,汐止興莊店
0312,2,汐止青山店
0312,2,汐止福全店
0312,2,汐止站前店
0312,2,汐止新忠孝店
0312,2,汐止秀峰店
0312,2,汐止橋東店
0312,2,汐止新興店
0312,2,汐止興龍店
0312,2,汐止龍安店
0312,2,汐止興萬店
0312,2,汐止祥雲店
0312,2,汐止伯爵店
0312,2,汐止日月光店
0312,2,汐止新水蓮店
0312,3,二繽店
0312,3,安居店
0312,3,六張黎店
0312,3,崇德店
0312,3,財盛店
0312,3,臨江店
0312,3,通和店
0312,3,成功店
0312,3,和復店
0312,3,和東店
0312,3,和新店
0312,3,泰順店
0312,3,辛亥店
0312,3,和茂店
0312,3,羅騰店
0312,3,台新店
0312,3,師大店
0312,3,台師店
0312,3,古亭店
0312,3,羅中店
0312,3,潮州店
0312,3,瑞芳ＤＣ
