Date,Route Index,Store Order
0328,1,林口ＤＣ
0328,1,新天地店
0328,1,百齡店
0328,1,福港店
0328,1,和豐店
0328,1,通河店
0328,1,大港店
0328,1,華港店
0328,1,基河店
0328,1,士商店
0328,1,新光醫院店
0328,1,新陽明店
0328,1,大北店
0328,1,文鑫店
0328,1,大東店
0328,1,大南店
0328,1,福林店
0328,1,美崙店
0328,1,士林店
0328,1,明德店
0328,1,新自強店
0328,1,榮光店
0328,1,新實店
0328,1,尊賢店
0328,1,唭哩店
0328,1,華儷店
0328,1,立賢店
0328,2,林口ＤＣ
0328,2,瑞芳ＤＣ
0328,2,汐止鄉長店
0328,2,汐止車站店
0328,2,汐止建安店
0328,2,汐止建泰店
0328,2,汐止農會店
0328,2,汐止大同店
0328,2,汐止經貿店
0328,2,汐止摩天店
0328,2,七堵長安店
0328,2,七堵新明德店
0328,2,七堵泰安店
0328,2,七堵東新店
0328,2,七堵自治店
0328,2,七堵大興店
0328,2,七堵永富店
0328,2,基隆暖東店
0328,2,基隆暖盛店
0328,2,基隆暖鑫店
0328,2,八堵車站店
0328,2,七堵工明店
0328,2,基隆百福店
0328,2,汐止保興店
0328,2,汐止和平店
0328,2,汐止宏國店
0328,2,汐止智興店
0328,3,名門店
0328,3,興萬店
0328,3,興昌店
0328,3,中科大店
0328,3,再興店
0328,3,文山公宅店
0328,3,保儀店
0328,3,鑫順店
0328,3,欣榮店
0328,3,恆光店
0328,3,指南店
0328,3,政富店
0328,3,興政店
0328,3,木柵路店
0328,3,木興店
0328,3,興崙店
0328,3,順輝店
0328,3,興業店
0328,3,新福興店
0328,3,景興店
0328,3,萬福店
0328,3,萬興店
0328,3,瑞芳ＤＣ
0328,4,林口ＤＣ
0328,4,泰山新輔醫店
0328,4,新莊新泰店
0328,4,新莊新園寧店
0328,4,新莊華運店
0328,4,新莊華寧店
0328,4,新莊中港店
0328,4,新莊新和港店
0328,4,新莊和運店
0328,4,新莊中永店
0328,4,新莊狀元店
0328,4,新莊新中平店
0328,4,新莊中悅店
0328,4,新莊忠承店
0328,4,新莊立信店
0328,4,新莊新幸福店
0328,4,新莊中環店
0328,4,新莊副都店
0328,4,新莊中央店
0328,4,新莊城邦店
0328,4,新莊北醫店
0328,4,新莊五工店
0328,4,新莊新工店
0328,4,五股五權店
