Date,Route Index,Store Order
0311,1,瑞芳ＤＣ
0311,1,二繽店
0311,1,安居店
0311,1,六張黎店
0311,1,崇德店
0311,1,財盛店
0311,1,臨江店
0311,1,樂和店
0311,1,安賢店
0311,1,義安店
0311,1,新遠企店
0311,1,敦鼎店
0311,1,東方店
0311,1,通昌店
0311,1,林口ＤＣ
0311,2,林口ＤＣ
0311,2,龜山忠義店
0311,2,龜山光峰店
0311,2,龜山興龍店
0311,2,龜山萬壽店
0311,2,龜山大傳店
0311,2,龜山德明店
0311,2,龜山大同店
0311,2,龜山銘園店
0311,2,龜山銘美店
0311,2,龜山自強店
0311,2,龜山中興店
0311,2,龜山幸福店
0311,2,龜山美滿店
0311,2,龜山頂興店
0311,2,龜山興壽店
0311,2,龜山陸光店
0311,2,龜山幸美店
0311,2,龜山光啟店
0311,2,龜山龍壽店
0311,2,龜山龍華店
0311,2,新莊迴龍店
0311,2,新莊新建店
0311,2,新莊正龍店
0311,2,新莊龍鳳店
