Date,Route Index,Store Order
0308,1,瑞芳ＤＣ
0308,1,興崙店
0308,1,大順店
0308,1,鑫順店
0308,1,順輝店
0308,1,試院店
0308,1,鑫木新店
0308,1,欣榮店
0308,1,恆光店
0308,1,保儀店
0308,1,木柵路店
0308,1,興政店
0308,1,指南店
0308,1,政富店
0308,2,松創店
0308,2,逸鑫店
0308,2,台北１０１店
0308,2,建鑫店
0308,2,松仁店
0308,2,新安興店
0308,2,祥和店
0308,2,挹翠店
0308,2,盛興店
0308,2,莊敬店
0308,2,北醫店
0308,2,莊新店
0308,2,富興店
0308,2,景聯店
0308,2,三興店
0308,2,復昌店
0308,2,新信德店
0308,2,松友店
0308,2,松永店
0308,2,瑞芳ＤＣ
0308,3,萬芳店
0308,3,興園店
0308,3,仙岩店
0308,3,靜興店
0308,3,華德店
0308,3,新文華店
0308,3,羅和店
0308,3,萬和店
0308,3,師美店
0308,3,萬慶店
0308,3,深坑北福店
0308,3,深坑北深店
0308,3,深坑埔新店
0308,3,深坑昇高店
0308,3,深坑紅葉店
0308,3,石碇國道店
0308,3,坪林順益店
0308,3,石碇雙溪店
0308,3,平溪平安店
0308,3,平溪十分店
0308,3,瑞芳ＤＣ
