time,mileage,lat,lon,road_name
333.23255813953483,1885.97674418605,25.03407,121.56015,基隆路地下道
335.953488372093,1913.6046511627942,25.03403,121.56012,基隆路地下道
338.6744186046511,1941.2325581395385,25.03401,121.56011,基隆路地下道
341.39534883720927,1968.8604651162827,25.03401,121.5601,基隆路地下道
344.1162790697674,1996.488372093027,25.03399,121.56009,基隆路地下道
346.83720930232556,2024.1162790697713,25.03396,121.56006,基隆路地下道
349.5581395348837,2051.7441860465156,25.03393,121.56003,基隆路地下道
352.27906976744185,2079.37209302326,25.03391,121.56,基隆路地下道
355.0,2107.000000000004,25.03388,121.55996,基隆路一段
369.5,2154.000000000004,25.03343,121.5597,基隆路一段
384.0,2201.000000000004,25.03315,121.55951,基隆路二段
388.53225806451616,2229.241935483875,25.03302,121.55946,基隆路二段
393.0645161290323,2257.4838709677456,25.03294,121.55941,基隆路二段
397.59677419354847,2285.7258064516163,25.03289,121.55939,基隆路二段
402.1290322580646,2313.967741935487,25.03285,121.55936,基隆路二段
406.6612903225808,2342.209677419358,25.03282,121.55934,基隆路二段
411.19354838709694,2370.4516129032286,25.03252,121.55915,基隆路二段
415.7258064516131,2398.6935483870993,25.03206,121.5589,基隆路二段
420.25806451612925,2426.93548387097,25.03203,121.55888,基隆路二段
424.7903225806454,2455.177419354841,25.03169,121.55871,基隆路二段
429.32258064516157,2483.4193548387116,25.0311,121.55835,基隆路二段
433.8548387096777,2511.6612903225823,25.03106,121.55832,基隆路二段
438.3870967741939,2539.903225806453,25.03087,121.55821,基隆路二段
442.91935483871003,2568.145161290324,25.03039,121.55793,基隆路二段
447.4516129032262,2596.3870967741946,25.03027,121.55785,基隆路二段
451.98387096774235,2624.6290322580653,25.03026,121.55784,基隆路二段
456.5161290322585,2652.870967741936,25.03018,121.55778,基隆路二段
461.04838709677466,2681.112903225807,25.03012,121.55774,基隆路二段
465.5806451612908,2709.3548387096776,25.03003,121.55767,基隆路二段
470.112903225807,2737.5967741935483,25.02994,121.55759,基隆路二段
474.64516129032313,2765.838709677419,25.02987,121.55754,基隆路二段
479.1774193548393,2794.08064516129,25.02961,121.55736,基隆路二段
483.70967741935544,2822.3225806451605,25.02941,121.55733,基隆路二段
488.2419354838716,2850.5645161290313,25.02865,121.55688,基隆路二段
492.77419354838776,2878.806451612902,25.02822,121.55664,基隆路二段
497.3064516129039,2907.048387096773,25.02804,121.55654,基隆路二段
501.83870967742007,2935.2903225806435,25.02794,121.55647,基隆路二段
506.3709677419362,2963.5322580645143,25.02784,121.5564,基隆路二段
510.9032258064524,2991.774193548385,25.02779,121.55638,基隆路二段
515.4354838709685,3020.016129032256,25.02773,121.55631,基隆路二段
519.9677419354846,3048.2580645161265,25.02771,121.55629,基隆路二段
524.5000000000007,3076.4999999999973,25.02767,121.55625,基隆路二段
529.0322580645168,3104.741935483868,25.02762,121.55619,基隆路二段
533.5645161290329,3132.9838709677388,25.02746,121.55602,基隆路二段
538.096774193549,3161.2258064516095,25.0274,121.55595,基隆路二段
542.6290322580651,3189.4677419354803,25.02732,121.55586,基隆路二段
547.1612903225812,3217.709677419351,25.02723,121.55576,基隆路二段
551.6935483870973,3245.9516129032218,25.0265,121.55492,基隆路二段
556.2258064516134,3274.1935483870925,25.02623,121.55462,基隆路二段
560.7580645161295,3302.4354838709633,25.02583,121.55415,基隆路二段
565.2903225806456,3330.677419354834,25.02575,121.55406,基隆路二段
569.8225806451617,3358.9193548387047,25.0252,121.55344,基隆路二段
574.3548387096778,3387.1612903225755,25.02509,121.55332,基隆路二段
578.8870967741939,3415.4032258064462,25.02464,121.55281,基隆路二段
583.41935483871,3443.645161290317,25.0244,121.55253,基隆路二段
587.9516129032261,3471.8870967741877,25.02439,121.55251,基隆路二段
592.4838709677422,3500.1290322580585,25.02429,121.55239,基隆路二段
597.0161290322583,3528.3709677419292,25.02409,121.55216,基隆路二段
601.5483870967744,3556.6129032258,25.02395,121.55201,基隆路二段
606.0806451612905,3584.8548387096707,25.02335,121.55133,基隆路二段
610.6129032258066,3613.0967741935415,25.02296,121.55089,基隆路二段
615.1451612903227,3641.338709677412,25.02264,121.55054,基隆路二段
619.6774193548388,3669.580645161283,25.02241,121.55024,基隆路二段
624.2096774193549,3697.8225806451537,25.02221,121.55,基隆路二段
628.741935483871,3726.0645161290245,25.022,121.54975,基隆路二段
633.2741935483871,3754.306451612895,25.02173,121.54945,基隆路二段
637.8064516129032,3782.548387096766,25.02169,121.54941,基隆路二段
642.3387096774193,3810.7903225806367,25.02161,121.54932,基隆路二段
646.8709677419354,3839.0322580645075,25.02155,121.54927,基隆路二段
651.4032258064515,3867.274193548378,25.02143,121.54912,基隆路二段
655.9354838709676,3895.516129032249,25.0213,121.54896,基隆路二段
660.4677419354837,3923.7580645161197,25.02123,121.54886,基隆路二段
664.9999999999998,3951.9999999999905,25.02109,121.5487,基隆路三段
668.1249999999998,3969.1249999999905,25.02096,121.54855,基隆路三段
671.2499999999998,3986.2499999999905,25.02087,121.54845,基隆路三段
674.3749999999998,4003.3749999999905,25.02086,121.54845,基隆路三段
677.4999999999998,4020.4999999999905,25.02085,121.54844,基隆路三段
680.6249999999998,4037.6249999999905,25.02084,121.54844,基隆路三段
683.7499999999998,4054.7499999999905,25.02072,121.54829,基隆路三段
686.8749999999998,4071.8749999999905,25.02059,121.54815,基隆路三段
689.9999999999998,4088.9999999999905,25.0202,121.54769,基隆路三段
693.1249999999998,4106.124999999991,25.02016,121.54766,基隆路三段
696.2499999999998,4123.249999999991,25.02012,121.54762,基隆路三段
699.3749999999998,4140.374999999991,25.02003,121.54752,基隆路三段
702.4999999999998,4157.499999999991,25.01993,121.5474,基隆路三段
705.6249999999998,4174.624999999991,25.01979,121.54724,基隆路三段
708.7499999999998,4191.749999999991,25.01975,121.54719,基隆路三段
711.8749999999998,4208.874999999991,25.01946,121.54685,基隆路三段
714.9999999999998,4225.999999999991,25.01937,121.54676,辛亥路三段
717.4999999999998,4240.199999999991,25.01951,121.54661,辛亥路三段
719.9999999999998,4254.3999999999905,25.01964,121.54646,辛亥路三段
722.4999999999998,4268.59999999999,25.0197,121.54642,辛亥路三段
724.9999999999998,4282.79999999999,25.01975,121.54637,辛亥路三段
727.4999999999998,4296.99999999999,25.01981,121.54631,辛亥路三段
729.9999999999998,4311.19999999999,25.01993,121.54618,辛亥路三段
732.4999999999998,4325.39999999999,25.02,121.5461,辛亥路三段
734.9999999999998,4339.599999999989,25.02006,121.54604,辛亥路三段
737.4999999999998,4353.799999999989,25.02039,121.54571,辛亥路三段
739.9999999999998,4367.999999999989,25.02054,121.54554,辛亥路三段
742.4999999999998,4382.199999999989,25.0207,121.54537,辛亥路三段
744.9999999999998,4396.399999999989,25.02076,121.54532,辛亥路三段
747.4999999999998,4410.5999999999885,25.02084,121.54523,辛亥路三段
749.9999999999998,4424.799999999988,25.02093,121.54512,辛亥路三段
752.4999999999998,4438.999999999988,25.02101,121.54502,辛亥路三段
754.9999999999998,4453.199999999988,25.0211,121.5449,辛亥路三段
